"Department"	"Vote"	"App id"	"MCOA id"	"Description"	"Appropriation Type"	"Output Expense Type"	"Functional Classification"	"Amount ($000)"	"Year"	"Amount_Type_Desc"	"Periodicity"
"Ministry of Social Development"	"Social Development"	7552	7552	"Youth Justice Services"	"Departmental Output Expenses"		"Social Security and Welfare"	100,724	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7554	7554	"Adoption Services"	"Departmental Output Expenses"		"Social Security and Welfare"	7,328	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7554	7554	"Adoption Services"	"Departmental Output Expenses"		"Social Security and Welfare"	7,343	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7785	7785	"Social Development Leadership"	"Departmental Output Expenses"		"Social Security and Welfare"	2,047	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7785	7785	"Social Development Leadership"	"Departmental Output Expenses"		"Social Security and Welfare"	2,209	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7792	7792	"Policy and Purchase Advice"	"Departmental Output Expenses"		"Social Security and Welfare"	38,221	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7792	7792	"Policy and Purchase Advice"	"Departmental Output Expenses"		"Social Security and Welfare"	42,289	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	8673	8673	"Family and Community Services"	"Departmental Output Expenses"		"Social Security and Welfare"	25,043	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	8673	8673	"Family and Community Services"	"Departmental Output Expenses"		"Social Security and Welfare"	28,960	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	8673	8673	"Family and Community Services"	"Departmental Output Expenses"		"Social Security and Welfare"	31,568	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	8673	8673	"Family and Community Services"	"Departmental Output Expenses"		"Social Security and Welfare"	30,033	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	8673	8673	"Family and Community Services"	"Departmental Output Expenses"		"Social Security and Welfare"	32,036	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	8673	8673	"Family and Community Services"	"Departmental Output Expenses"		"Social Security and Welfare"	35,335	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	9300	9300	"Adoption Services"	"Departmental Output Expenses"		"Social Security and Welfare"	7,239	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9300	9300	"Adoption Services"	"Departmental Output Expenses"		"Social Security and Welfare"	7,923	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9300	9300	"Adoption Services"	"Departmental Output Expenses"		"Social Security and Welfare"	7,778	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	9300	9300	"Adoption Services"	"Departmental Output Expenses"		"Social Security and Welfare"	9,037	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	9301	9301	"Care and Protection Services"	"Departmental Output Expenses"		"Social Security and Welfare"	312,435	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9301	9301	"Care and Protection Services"	"Departmental Output Expenses"		"Social Security and Welfare"	322,736	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9301	9301	"Care and Protection Services"	"Departmental Output Expenses"		"Social Security and Welfare"	325,744	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	9301	9301	"Care and Protection Services"	"Departmental Output Expenses"		"Social Security and Welfare"	328,348	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	9302	9302	"Development and Funding of Community Services"	"Departmental Output Expenses"		"Social Security and Welfare"	7,567	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9302	9302	"Development and Funding of Community Services"	"Departmental Output Expenses"		"Social Security and Welfare"	8,157	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9302	9302	"Development and Funding of Community Services"	"Departmental Output Expenses"		"Social Security and Welfare"	8,311	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	9302	9302	"Development and Funding of Community Services"	"Departmental Output Expenses"		"Social Security and Welfare"	8,127	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	9304	9303	"Administration of Community Services Card"	"Departmental Output Expenses"		"Social Security and Welfare"	5,510	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9305	9303	"Management of SuperGold Card"	"Departmental Output Expenses"		"Social Security and Welfare"	1,749	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9305	9303	"Management of SuperGold Card"	"Departmental Output Expenses"		"Social Security and Welfare"	1,417	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9304	9303	"Administration of Community Services Card"	"Departmental Output Expenses"		"Social Security and Welfare"	5,677	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9305	9303	"Management of SuperGold Card"	"Departmental Output Expenses"		"Social Security and Welfare"	1,421	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	9304	9303	"Administration of Community Services Card"	"Departmental Output Expenses"		"Social Security and Welfare"	5,682	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	9305	9303	"Management of SuperGold Card"	"Departmental Output Expenses"		"Social Security and Welfare"	1,421	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	9304	9303	"Administration of Community Services Card"	"Departmental Output Expenses"		"Social Security and Welfare"	5,655	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	9308	9306	"Crown Entity Monitoring"	"Departmental Output Expenses"		"Social Security and Welfare"	268	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9307	9306	"Social Policy Advice"	"Departmental Output Expenses"		"Social Security and Welfare"	45,611	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9308	9306	"Crown Entity Monitoring"	"Departmental Output Expenses"		"Social Security and Welfare"	292	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9307	9306	"Social Policy Advice"	"Departmental Output Expenses"		"Social Security and Welfare"	41,419	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9307	9306	"Social Policy Advice"	"Departmental Output Expenses"		"Social Security and Welfare"	42,474	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	9308	9306	"Crown Entity Monitoring"	"Departmental Output Expenses"		"Social Security and Welfare"	337	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	9308	9306	"Crown Entity Monitoring"	"Departmental Output Expenses"		"Social Security and Welfare"	303	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	9307	9306	"Social Policy Advice"	"Departmental Output Expenses"		"Social Security and Welfare"	37,261	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	9309	9309	"Prevention Services"	"Departmental Output Expenses"		"Social Security and Welfare"	3,334	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9309	9309	"Prevention Services"	"Departmental Output Expenses"		"Social Security and Welfare"	4,263	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9309	9309	"Prevention Services"	"Departmental Output Expenses"		"Social Security and Welfare"	4,023	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	9309	9309	"Prevention Services"	"Departmental Output Expenses"		"Social Security and Welfare"	4,662	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	9310	9310	"Tailored Sets of Services to Help People into Work or Achieve Independence"	"Departmental Output Expenses"		"Social Security and Welfare"	415,797	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9310	9310	"Tailored Sets of Services to Help People into Work or Achieve Independence"	"Departmental Output Expenses"		"Social Security and Welfare"	441,776	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9310	9310	"Tailored Sets of Services to Help People into Work or Achieve Independence"	"Departmental Output Expenses"		"Social Security and Welfare"	445,225	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	9310	9310	"Tailored Sets of Services to Help People into Work or Achieve Independence"	"Departmental Output Expenses"		"Social Security and Welfare"	402,704	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	9311	9311	"Youth Justice Services"	"Departmental Output Expenses"		"Social Security and Welfare"	100,765	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9311	9311	"Youth Justice Services"	"Departmental Output Expenses"		"Social Security and Welfare"	110,305	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9311	9311	"Youth Justice Services"	"Departmental Output Expenses"		"Social Security and Welfare"	134,149	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	9311	9311	"Youth Justice Services"	"Departmental Output Expenses"		"Social Security and Welfare"	137,091	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	9312	9312	"Vocational Skills Training"	"Departmental Output Expenses"		"Social Security and Welfare"	89,153	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9312	9312	"Vocational Skills Training"	"Departmental Output Expenses"		"Social Security and Welfare"	86,022	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9312	9312	"Vocational Skills Training"	"Departmental Output Expenses"		"Social Security and Welfare"	69,040	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	9312	9312	"Vocational Skills Training"	"Departmental Output Expenses"		"Social Security and Welfare"	53,445	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	9762	9762	"Promoting Positive Outcomes for Disabled People"	"Departmental Output Expenses"		"Social Security and Welfare"	1,250	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	9762	9762	"Promoting Positive Outcomes for Disabled People"	"Departmental Output Expenses"		"Social Security and Welfare"	1,250	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	10237	10237	"Management of Student Loans"	"Departmental Output Expenses"		"Education"	15,467	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	10238	10238	"Management of Student Support, excluding Student Loans"	"Departmental Output Expenses"		"Social Security and Welfare"	20,144	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	10239	10239	"Property Management Centre of Expertise"	"Departmental Output Expenses"		"Core Government Services"	200	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	10239	10239	"Property Management Centre of Expertise"	"Departmental Output Expenses"		"Core Government Services"	100	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	8447	8447	"Other"	"Departmental Other Expenses"		"No Functional Classification"	1,917	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5392	5392	"Vocational Services for People with Disabilities"	"Non-Departmental Output Expenses"		"Other Economic"	83,052	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5392	5392	"Vocational Services for People with Disabilities"	"Non-Departmental Output Expenses"		"Other Economic"	84,788	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5392	5392	"Vocational Services for People with Disabilities"	"Non-Departmental Output Expenses"		"Other Economic"	87,956	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5392	5392	"Vocational Services for People with Disabilities"	"Non-Departmental Output Expenses"		"Other Economic"	87,585	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5392	5392	"Vocational Services for People with Disabilities"	"Non-Departmental Output Expenses"		"Other Economic"	86,608	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5392	5392	"Vocational Services for People with Disabilities"	"Non-Departmental Output Expenses"		"Other Economic"	86,608	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5394	5394	"Student Placement Services"	"Non-Departmental Output Expenses"		"Other Economic"	3,511	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5394	5394	"Student Placement Services"	"Non-Departmental Output Expenses"		"Other Economic"	3,511	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5394	5394	"Student Placement Services"	"Non-Departmental Output Expenses"		"Other Economic"	3,511	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5394	5394	"Student Placement Services"	"Non-Departmental Output Expenses"		"Other Economic"	4,276	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5394	5394	"Student Placement Services"	"Non-Departmental Output Expenses"		"Other Economic"	3,612	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5394	5394	"Student Placement Services"	"Non-Departmental Output Expenses"		"Other Economic"	3,512	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	7520	7520	"Life Skills and Employment-Related Training Activities"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	71	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7520	7520	"Life Skills and Employment-Related Training Activities"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	172	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7520	7520	"Life Skills and Employment-Related Training Activities"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	488	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7520	7520	"Life Skills and Employment-Related Training Activities"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	543	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	7542	7542	"Education and Prevention Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	5,746	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7542	7542	"Education and Prevention Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	5,897	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7543	7543	"Family Wellbeing Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	38,376	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7543	7543	"Family Wellbeing Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	40,815	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7544	7544	"Counselling and Rehabilitation Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	10,959	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7544	7544	"Counselling and Rehabilitation Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	11,219	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7546	7546	"Strengthening Providers and Communities"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	4,969	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7546	7546	"Strengthening Providers and Communities"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	4,716	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7796	7796	"Children's Commissioner"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	1,757	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7796	7796	"Children's Commissioner"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	2,257	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7796	7796	"Children's Commissioner"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	1,757	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7796	7796	"Children's Commissioner"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	2,157	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7796	7796	"Children's Commissioner"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	2,157	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	7796	7796	"Children's Commissioner"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	2,157	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	7798	7798	"Retirement Commissioner"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	6,432	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7798	7798	"Retirement Commissioner"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	5,747	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7798	7798	"Retirement Commissioner"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	5,682	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7798	7798	"Retirement Commissioner"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	5,682	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7798	7798	"Retirement Commissioner"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	5,782	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	7799	7799	"Assistance to Disadvantaged Persons"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	1,383	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7799	7799	"Assistance to Disadvantaged Persons"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	943	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7799	7799	"Assistance to Disadvantaged Persons"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	879	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7799	7799	"Assistance to Disadvantaged Persons"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	901	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	7799	7799	"Assistance to Disadvantaged Persons"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	1,450	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	7799	7799	"Assistance to Disadvantaged Persons"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	1,450	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	8572	8572	"Families Commission"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	8,170	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	8572	8572	"Families Commission"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	7,670	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	8572	8572	"Families Commission"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	8,170	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	8572	8572	"Families Commission"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	7,770	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	8572	8572	"Families Commission"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	7,947	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	8572	8572	"Families Commission"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	8,124	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	8788	8788	"Connected Communities"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	3,196	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	8788	8788	"Connected Communities"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	2,572	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	8788	8788	"Connected Communities"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	4,383	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	8788	8788	"Connected Communities"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	4,109	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	8788	8788	"Connected Communities"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	4,753	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	8788	8788	"Connected Communities"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	16,829	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	8789	8789	"Strong Families"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	45,774	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	8789	8789	"Strong Families"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	68,032	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	8789	8789	"Strong Families"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	89,940	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	8789	8789	"Strong Families"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	100,938	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	8789	8789	"Strong Families"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	134,455	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	8789	8789	"Strong Families"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	120,317	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	9294	9294	"Counselling and Rehabilitation Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	17,018	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9294	9294	"Counselling and Rehabilitation Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	17,728	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9294	9294	"Counselling and Rehabilitation Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	17,859	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	9294	9294	"Counselling and Rehabilitation Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	17,813	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	9295	9295	"Education and Prevention Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	8,539	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9295	9295	"Education and Prevention Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	8,893	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9295	9295	"Education and Prevention Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	8,762	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	9295	9295	"Education and Prevention Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	8,678	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	9296	9296	"Family Wellbeing Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	51,429	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9296	9296	"Family Wellbeing Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	69,185	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9296	9296	"Family Wellbeing Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	71,017	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	9296	9296	"Family Wellbeing Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	71,909	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	9298	9298	"Strengthening Providers and Communities"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	4,993	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9298	9298	"Strengthening Providers and Communities"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	3,382	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	9298	9298	"Strengthening Providers and Communities"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	3,162	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	9298	9298	"Strengthening Providers and Communities"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	2,382	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	10098	10098	"Youth Transition Services"	"Non-Departmental Output Expenses"		"Social Security and Welfare"	12,657	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5395	5395	"Childcare Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	139,246	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5395	5395	"Childcare Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	150,336	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5395	5395	"Childcare Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	159,077	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5395	5395	"Childcare Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	178,145	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5395	5395	"Childcare Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	189,696	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5395	5395	"Childcare Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	187,897	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5396	5396	"Domestic Purposes Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1,467,726	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5396	5396	"Domestic Purposes Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1,478,192	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5396	5396	"Domestic Purposes Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1,530,294	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5396	5396	"Domestic Purposes Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1,693,401	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5396	5396	"Domestic Purposes Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1,764,909	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5396	5396	"Domestic Purposes Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1,894,637	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5397	5397	"Invalid's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1,132,012	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5397	5397	"Invalid's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1,215,895	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5397	5397	"Invalid's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1,259,625	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5397	5397	"Invalid's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1,303,110	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5397	5397	"Invalid's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1,306,966	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5397	5397	"Invalid's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1,346,836	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5398	5398	"Employment Related Training Assistance"	"Benefits and Other Unrequited Expenses"		"Other Economic"	28,675	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5398	5398	"Employment Related Training Assistance"	"Benefits and Other Unrequited Expenses"		"Other Economic"	27,231	2008	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5398	5398	"Employment Related Training Assistance"	"Benefits and Other Unrequited Expenses"		"Other Economic"	29,702	2009	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5398	5398	"Employment Related Training Assistance"	"Benefits and Other Unrequited Expenses"		"Other Economic"	18,591	2010	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5398	5398	"Employment Related Training Assistance"	"Benefits and Other Unrequited Expenses"		"Other Economic"	19,797	2011	"Estimated Actual"	"A"
"Ministry of Social Development"	"Social Development"	5398	5398	"Employment Related Training Assistance"	"Benefits and Other Unrequited Expenses"		"Other Economic"	16,470	2012	"Main Estimates"	"A"
"Ministry of Social Development"	"Social Development"	5399	5399	"Widow's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	77,660	2007	"Actuals"	"A"
"Ministry of Social Development"	"Social Development"	5399	5399	"Widow's Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	72,686	2008	"Actuals"	"A"
