Department	vote	App id	MCOA id	Description	Revenue Type	Functional Classification	Amount ($000)	Year	Amount_Type_Desc	Periodicity
Land Information New Zealand	Lands	3467	3467	Database Licence Fees and Royalties	Non-Tax Revenue	No Functional Classification	930	2008	Actuals	A
Land Information New Zealand	Lands	3467	3467	Database Licence Fees and Royalties	Non-Tax Revenue	No Functional Classification	780	2009	Actuals	A
Land Information New Zealand	Lands	3467	3467	Database Licence Fees and Royalties	Non-Tax Revenue	No Functional Classification	583	2010	Actuals	A
Land Information New Zealand	Lands	3468	3468	Sundry Operating Revenue	Non-Tax Revenue	No Functional Classification	418	2008	Actuals	A
Land Information New Zealand	Lands	3468	3468	Sundry Operating Revenue	Non-Tax Revenue	No Functional Classification	92	2009	Actuals	A
Land Information New Zealand	Lands	3468	3468	Sundry Operating Revenue	Non-Tax Revenue	No Functional Classification	945	2010	Actuals	A
Land Information New Zealand	Lands	3468	3468	Sundry Operating Revenue	Non-Tax Revenue	No Functional Classification	95	2011	Actuals	A
Land Information New Zealand	Lands	3468	3468	Sundry Operating Revenue	Non-Tax Revenue	No Functional Classification	71	2012	Estimated Actual	A
Land Information New Zealand	Lands	3468	3468	Sundry Operating Revenue	Non-Tax Revenue	No Functional Classification	71	2013	Main Estimates	A
Land Information New Zealand	Lands	893	893	Surplus Government Properties - Sales	Capital Receipts	No Functional Classification	6043	2008	Actuals	A
Land Information New Zealand	Lands	893	893	Surplus Government Properties - Sales	Capital Receipts	No Functional Classification	238956	2009	Actuals	A
Land Information New Zealand	Lands	893	893	Surplus Government Properties - Sales	Capital Receipts	No Functional Classification	8310	2010	Actuals	A
Land Information New Zealand	Lands	893	893	Surplus Government Properties - Sales	Capital Receipts	No Functional Classification	20080	2011	Actuals	A
Land Information New Zealand	Lands	893	893	Surplus Government Properties - Sales	Capital Receipts	No Functional Classification	6000	2012	Estimated Actual	A
Land Information New Zealand	Lands	893	893	Surplus Government Properties - Sales	Capital Receipts	No Functional Classification	6000	2013	Main Estimates	A
Land Information New Zealand	Lands	5267	5267	Land Tenure Reform Sales	Capital Receipts	No Functional Classification	1021	2008	Actuals	A
Land Information New Zealand	Lands	5267	5267	Land Tenure Reform Sales	Capital Receipts	No Functional Classification	1417	2009	Actuals	A
Land Information New Zealand	Lands	5267	5267	Land Tenure Reform Sales	Capital Receipts	No Functional Classification	1060	2010	Actuals	A
Land Information New Zealand	Lands	5267	5267	Land Tenure Reform Sales	Capital Receipts	No Functional Classification	3186	2011	Actuals	A
Land Information New Zealand	Lands	5267	5267	Land Tenure Reform Sales	Capital Receipts	No Functional Classification	959	2012	Estimated Actual	A
Ministry of Transport	Transport	923	923	Motor Vehicle Registration	Tax Revenue	No Functional Classification	226026	2008	Actuals	A
Ministry of Transport	Transport	923	923	Motor Vehicle Registration	Tax Revenue	No Functional Classification	170606	2009	Actuals	A
Ministry of Transport	Transport	923	923	Motor Vehicle Registration	Tax Revenue	No Functional Classification	171295	2010	Actuals	A
Ministry of Transport	Transport	923	923	Motor Vehicle Registration	Tax Revenue	No Functional Classification	171529	2011	Actuals	A
Ministry of Transport	Transport	923	923	Motor Vehicle Registration	Tax Revenue	No Functional Classification	173655	2012	Estimated Actual	A
Ministry of Transport	Transport	923	923	Motor Vehicle Registration	Tax Revenue	No Functional Classification	170485	2013	Main Estimates	A
Ministry of Transport	Transport	924	924	Road User Charges	Tax Revenue	No Functional Classification	850949	2008	Actuals	A
Ministry of Transport	Transport	924	924	Road User Charges	Tax Revenue	No Functional Classification	867649	2009	Actuals	A
Ministry of Transport	Transport	924	924	Road User Charges	Tax Revenue	No Functional Classification	909900	2010	Actuals	A
Ministry of Transport	Transport	924	924	Road User Charges	Tax Revenue	No Functional Classification	1015779	2011	Actuals	A
Ministry of Transport	Transport	924	924	Road User Charges	Tax Revenue	No Functional Classification	1038245	2012	Estimated Actual	A
Ministry of Transport	Transport	924	924	Road User Charges	Tax Revenue	No Functional Classification	1152255	2013	Main Estimates	A
Ministry of Transport	Transport	8862	8862	Fuel Excise Duty Refunds	Tax Revenue	No Functional Classification	-34525	2008	Actuals	A
Ministry of Transport	Transport	8862	8862	Fuel Excise Duty Refunds	Tax Revenue	No Functional Classification	-34681	2009	Actuals	A
Ministry of Transport	Transport	8862	8862	Fuel Excise Duty Refunds	Tax Revenue	No Functional Classification	-32515	2010	Actuals	A
Ministry of Transport	Transport	8862	8862	Fuel Excise Duty Refunds	Tax Revenue	No Functional Classification	-35636	2011	Actuals	A
Ministry of Transport	Transport	8862	8862	Fuel Excise Duty Refunds	Tax Revenue	No Functional Classification	-35380	2012	Estimated Actual	A
Ministry of Transport	Transport	8862	8862	Fuel Excise Duty Refunds	Tax Revenue	No Functional Classification	-38626	2013	Main Estimates	A
Ministry of Transport	Transport	9391	9391	Motor Vehicle Registration fee - administration cost	Tax Revenue	No Functional Classification	43725	2009	Actuals	A
Ministry of Transport	Transport	9394	9394	Road User Charge transaction fee	Tax Revenue	No Functional Classification	13030	2009	Actuals	A
Ministry of Transport	Transport	925	925	Infringements	Non-Tax Revenue	No Functional Classification	1100	2012	Estimated Actual	A
Ministry of Transport	Transport	925	925	Infringements	Non-Tax Revenue	No Functional Classification	1100	2013	Main Estimates	A
Ministry of Transport	Transport	926	926	Motor Vehicle Registration Recoveries	Non-Tax Revenue	No Functional Classification	12908	2008	Actuals	A
Ministry of Transport	Transport	926	926	Motor Vehicle Registration Recoveries	Non-Tax Revenue	No Functional Classification	11545	2009	Actuals	A
Ministry of Transport	Transport	926	926	Motor Vehicle Registration Recoveries	Non-Tax Revenue	No Functional Classification	11264	2010	Actuals	A
Ministry of Transport	Transport	926	926	Motor Vehicle Registration Recoveries	Non-Tax Revenue	No Functional Classification	8997	2011	Actuals	A
Ministry of Transport	Transport	926	926	Motor Vehicle Registration Recoveries	Non-Tax Revenue	No Functional Classification	6400	2012	Estimated Actual	A
Ministry of Transport	Transport	926	926	Motor Vehicle Registration Recoveries	Non-Tax Revenue	No Functional Classification	3603	2013	Main Estimates	A
Ministry of Transport	Transport	9595	9595	Northern Gateway Toll Road Revenue	Non-Tax Revenue	No Functional Classification	2315	2009	Actuals	A
Ministry of Transport	Transport	9595	9595	Northern Gateway Toll Road Revenue	Non-Tax Revenue	No Functional Classification	6057	2010	Actuals	A
Ministry of Transport	Transport	9595	9595	Northern Gateway Toll Road Revenue	Non-Tax Revenue	No Functional Classification	6150	2011	Actuals	A
Ministry of Transport	Transport	9595	9595	Northern Gateway Toll Road Revenue	Non-Tax Revenue	No Functional Classification	6200	2012	Estimated Actual	A
Ministry of Transport	Transport	9595	9595	Northern Gateway Toll Road Revenue	Non-Tax Revenue	No Functional Classification	6800	2013	Main Estimates	A
Ministry of Transport	Transport	9621	9621	Motor Vehicle Registration fee-administration cost	Non-Tax Revenue	No Functional Classification	44734	2010	Actuals	A
Ministry of Transport	Transport	9621	9621	Motor Vehicle Registration fee-administration cost	Non-Tax Revenue	No Functional Classification	46751	2011	Actuals	A
Ministry of Transport	Transport	9621	9621	Motor Vehicle Registration fee-administration cost	Non-Tax Revenue	No Functional Classification	46708	2012	Estimated Actual	A
Ministry of Transport	Transport	9622	9622	Road User Charge transaction fee	Non-Tax Revenue	No Functional Classification	13772	2010	Actuals	A
Ministry of Transport	Transport	9622	9622	Road User Charge transaction fee	Non-Tax Revenue	No Functional Classification	14176	2011	Actuals	A
Ministry of Transport	Transport	9622	9622	Road User Charge transaction fee	Non-Tax Revenue	No Functional Classification	14283	2012	Estimated Actual	A
Ministry of Transport	Transport	9622	9622	Road User Charge transaction fee	Non-Tax Revenue	No Functional Classification	14825	2013	Main Estimates	A
The Treasury	Finance	5433	5433	Dividends from Crown Research Institutes	Non-Tax Revenue	No Functional Classification	887	2008	Actuals	A
The Treasury	Finance	5433	5433	Dividends from Crown Research Institutes	Non-Tax Revenue	No Functional Classification	9303	2009	Actuals	A
The Treasury	Finance	5433	5433	Dividends from Crown Research Institutes	Non-Tax Revenue	No Functional Classification	1934	2010	Actuals	A
The Treasury	Finance	5433	5433	Dividends from Crown Research Institutes	Non-Tax Revenue	No Functional Classification	817	2011	Actuals	A
The Treasury	Finance	6020	6020	Unclaimed Money	Non-Tax Revenue	No Functional Classification	347	2008	Actuals	A
The Treasury	Finance	6020	6020	Unclaimed Money	Non-Tax Revenue	No Functional Classification	582	2009	Actuals	A
The Treasury	Finance	6020	6020	Unclaimed Money	Non-Tax Revenue	No Functional Classification	1327	2010	Actuals	A
The Treasury	Finance	6020	6020	Unclaimed Money	Non-Tax Revenue	No Functional Classification	2381	2011	Actuals	A
The Treasury	Finance	6020	6020	Unclaimed Money	Non-Tax Revenue	No Functional Classification	1268	2012	Estimated Actual	A
The Treasury	Finance	6020	6020	Unclaimed Money	Non-Tax Revenue	No Functional Classification	500	2013	Main Estimates	A
The Treasury	Finance	6021	6021	Capital Charge - Departments	Non-Tax Revenue	No Functional Classification	1437103	2008	Actuals	A
The Treasury	Finance	6021	6021	Capital Charge - Departments	Non-Tax Revenue	No Functional Classification	1560582	2009	Actuals	A
The Treasury	Finance	6021	6021	Capital Charge - Departments	Non-Tax Revenue	No Functional Classification	1695213	2010	Actuals	A
The Treasury	Finance	6021	6021	Capital Charge - Departments	Non-Tax Revenue	No Functional Classification	1650255	2011	Actuals	A
The Treasury	Finance	6021	6021	Capital Charge - Departments	Non-Tax Revenue	No Functional Classification	1775772	2012	Estimated Actual	A
The Treasury	Finance	6021	6021	Capital Charge - Departments	Non-Tax Revenue	No Functional Classification	1815235	2013	Main Estimates	A
The Treasury	Finance	6023	6023	Contact Energy Ltd Crown Margin	Non-Tax Revenue	No Functional Classification	1554	2008	Actuals	A
The Treasury	Finance	6023	6023	Contact Energy Ltd Crown Margin	Non-Tax Revenue	No Functional Classification	3669	2009	Actuals	A
The Treasury	Finance	6024	6024	Dividends from Crown Entities	Non-Tax Revenue	No Functional Classification	10301	2009	Actuals	A
The Treasury	Finance	6024	6024	Dividends from Crown Entities	Non-Tax Revenue	No Functional Classification	1471	2010	Actuals	A
The Treasury	Finance	6024	6024	Dividends from Crown Entities	Non-Tax Revenue	No Functional Classification	4870	2011	Actuals	A
The Treasury	Finance	6024	6024	Dividends from Crown Entities	Non-Tax Revenue	No Functional Classification	14645	2012	Estimated Actual	A
The Treasury	Finance	6024	6024	Dividends from Crown Entities	Non-Tax Revenue	No Functional Classification	10297	2013	Main Estimates	A
The Treasury	Finance	6025	6025	Dividends from SOEs	Non-Tax Revenue	No Functional Classification	522435	2008	Actuals	A
The Treasury	Finance	6025	6025	Dividends from SOEs	Non-Tax Revenue	No Functional Classification	275815	2009	Actuals	A
The Treasury	Finance	6025	6025	Dividends from SOEs	Non-Tax Revenue	No Functional Classification	813448	2010	Actuals	A
The Treasury	Finance	6025	6025	Dividends from SOEs	Non-Tax Revenue	No Functional Classification	895784	2011	Actuals	A
The Treasury	Finance	6025	6025	Dividends from SOEs	Non-Tax Revenue	No Functional Classification	488838	2012	Estimated Actual	A
The Treasury	Finance	6025	6025	Dividends from SOEs	Non-Tax Revenue	No Functional Classification	678719	2013	Main Estimates	A
The Treasury	Finance	6026	6026	Dividends - Other	Non-Tax Revenue	No Functional Classification	2751	2008	Actuals	A
The Treasury	Finance	6026	6026	Dividends - Other	Non-Tax Revenue	No Functional Classification	3320	2009	Actuals	A
The Treasury	Finance	6026	6026	Dividends - Other	Non-Tax Revenue	No Functional Classification	2634	2010	Actuals	A
The Treasury	Finance	6026	6026	Dividends - Other	Non-Tax Revenue	No Functional Classification	2269	2011	Actuals	A
The Treasury	Finance	6026	6026	Dividends - Other	Non-Tax Revenue	No Functional Classification	2083	2012	Estimated Actual	A
The Treasury	Finance	6026	6026	Dividends - Other	Non-Tax Revenue	No Functional Classification	1536	2013	Main Estimates	A
The Treasury	Finance	6027	6027	Earthquake Commission Guarantee Fee	Non-Tax Revenue	No Functional Classification	10000	2008	Actuals	A
The Treasury	Finance	6027	6027	Earthquake Commission Guarantee Fee	Non-Tax Revenue	No Functional Classification	10000	2009	Actuals	A
The Treasury	Finance	6027	6027	Earthquake Commission Guarantee Fee	Non-Tax Revenue	No Functional Classification	10000	2010	Actuals	A
The Treasury	Finance	6027	6027	Earthquake Commission Guarantee Fee	Non-Tax Revenue	No Functional Classification	10000	2011	Actuals	A
The Treasury	Finance	6027	6027	Earthquake Commission Guarantee Fee	Non-Tax Revenue	No Functional Classification	10000	2012	Estimated Actual	A
The Treasury	Finance	6027	6027	Earthquake Commission Guarantee Fee	Non-Tax Revenue	No Functional Classification	10000	2013	Main Estimates	A
The Treasury	Finance	6028	6028	Sale of Goods and Services	Non-Tax Revenue	No Functional Classification	7815	2008	Actuals	A
The Treasury	Finance	6028	6028	Sale of Goods and Services	Non-Tax Revenue	No Functional Classification	2355	2009	Actuals	A
The Treasury	Finance	6030	6030	Interest from Securities and Deposits	Non-Tax Revenue	No Functional Classification	760013	2008	Actuals	A
The Treasury	Finance	6030	6030	Interest from Securities and Deposits	Non-Tax Revenue	No Functional Classification	386620	2009	Actuals	A
The Treasury	Finance	6030	6030	Interest from Securities and Deposits	Non-Tax Revenue	No Functional Classification	246463	2010	Actuals	A
The Treasury	Finance	6030	6030	Interest from Securities and Deposits	Non-Tax Revenue	No Functional Classification	317701	2011	Actuals	A
The Treasury	Finance	6030	6030	Interest from Securities and Deposits	Non-Tax Revenue	No Functional Classification	347609	2012	Estimated Actual	A
The Treasury	Finance	6030	6030	Interest from Securities and Deposits	Non-Tax Revenue	No Functional Classification	340261	2013	Main Estimates	A
The Treasury	Finance	6032	6032	Other Interest	Non-Tax Revenue	No Functional Classification	20442	2008	Actuals	A
The Treasury	Finance	6032	6032	Other Interest	Non-Tax Revenue	No Functional Classification	29472	2009	Actuals	A
The Treasury	Finance	6032	6032	Other Interest	Non-Tax Revenue	No Functional Classification	565	2010	Actuals	A
The Treasury	Finance	6032	6032	Other Interest	Non-Tax Revenue	No Functional Classification	7389	2011	Actuals	A
The Treasury	Finance	6032	6032	Other Interest	Non-Tax Revenue	No Functional Classification	3077	2012	Estimated Actual	A
The Treasury	Finance	6032	6032	Other Interest	Non-Tax Revenue	No Functional Classification	1509	2013	Main Estimates	A
The Treasury	Finance	6033	6033	Maui Gas Contracts	Non-Tax Revenue	No Functional Classification	37439	2008	Actuals	A
The Treasury	Finance	6033	6033	Maui Gas Contracts	Non-Tax Revenue	No Functional Classification	11018	2009	Actuals	A
The Treasury	Finance	6033	6033	Maui Gas Contracts	Non-Tax Revenue	No Functional Classification	1763	2010	Actuals	A
The Treasury	Finance	6034	6034	Reserve Bank Surplus	Non-Tax Revenue	No Functional Classification	193000	2008	Actuals	A
The Treasury	Finance	6034	6034	Reserve Bank Surplus	Non-Tax Revenue	No Functional Classification	168000	2009	Actuals	A
The Treasury	Finance	6034	6034	Reserve Bank Surplus	Non-Tax Revenue	No Functional Classification	675000	2010	Actuals	A
The Treasury	Finance	6034	6034	Reserve Bank Surplus	Non-Tax Revenue	No Functional Classification	290000	2011	Actuals	A
The Treasury	Finance	6034	6034	Reserve Bank Surplus	Non-Tax Revenue	No Functional Classification	210000	2012	Estimated Actual	A
The Treasury	Finance	6034	6034	Reserve Bank Surplus	Non-Tax Revenue	No Functional Classification	128278	2013	Main Estimates	A
The Treasury	Finance	6036	6036	Other Current Revenue	Non-Tax Revenue	No Functional Classification	4759	2008	Actuals	A
The Treasury	Finance	6036	6036	Other Current Revenue	Non-Tax Revenue	No Functional Classification	57163	2009	Actuals	A
The Treasury	Finance	6036	6036	Other Current Revenue	Non-Tax Revenue	No Functional Classification	16216	2010	Actuals	A
The Treasury	Finance	6036	6036	Other Current Revenue	Non-Tax Revenue	No Functional Classification	142520	2011	Actuals	A
The Treasury	Finance	6036	6036	Other Current Revenue	Non-Tax Revenue	No Functional Classification	668196	2012	Estimated Actual	A
The Treasury	Finance	6036	6036	Other Current Revenue	Non-Tax Revenue	No Functional Classification	146895	2013	Main Estimates	A
The Treasury	Finance	6037	6037	Rentals from Crown Overseas Properties	Non-Tax Revenue	No Functional Classification	14218	2008	Actuals	A
The Treasury	Finance	6037	6037	Rentals from Crown Overseas Properties	Non-Tax Revenue	No Functional Classification	14049	2009	Actuals	A
The Treasury	Finance	6037	6037	Rentals from Crown Overseas Properties	Non-Tax Revenue	No Functional Classification	10913	2010	Actuals	A
The Treasury	Finance	6037	6037	Rentals from Crown Overseas Properties	Non-Tax Revenue	No Functional Classification	9598	2011	Actuals	A
The Treasury	Finance	6037	6037	Rentals from Crown Overseas Properties	Non-Tax Revenue	No Functional Classification	9500	2012	Estimated Actual	A
The Treasury	Finance	6037	6037	Rentals from Crown Overseas Properties	Non-Tax Revenue	No Functional Classification	9500	2013	Main Estimates	A
The Treasury	Finance	7530	7530	Export Credit Office	Non-Tax Revenue	No Functional Classification	1515	2008	Actuals	A
The Treasury	Finance	7530	7530	Export Credit Office	Non-Tax Revenue	No Functional Classification	2494	2009	Actuals	A
The Treasury	Finance	7530	7530	Export Credit Office	Non-Tax Revenue	No Functional Classification	2848	2010	Actuals	A
The Treasury	Finance	7530	7530	Export Credit Office	Non-Tax Revenue	No Functional Classification	4386	2011	Actuals	A
The Treasury	Finance	7530	7530	Export Credit Office	Non-Tax Revenue	No Functional Classification	5334	2012	Estimated Actual	A
The Treasury	Finance	7530	7530	Export Credit Office	Non-Tax Revenue	No Functional Classification	5191	2013	Main Estimates	A
The Treasury	Finance	7575	7575	Employers' Superannuation Contributions	Non-Tax Revenue	No Functional Classification	46547	2008	Actuals	A
The Treasury	Finance	7575	7575	Employers' Superannuation Contributions	Non-Tax Revenue	No Functional Classification	38652	2009	Actuals	A
The Treasury	Finance	7575	7575	Employers' Superannuation Contributions	Non-Tax Revenue	No Functional Classification	36395	2010	Actuals	A
The Treasury	Finance	7575	7575	Employers' Superannuation Contributions	Non-Tax Revenue	No Functional Classification	53725	2011	Actuals	A
The Treasury	Finance	7575	7575	Employers' Superannuation Contributions	Non-Tax Revenue	No Functional Classification	55000	2012	Estimated Actual	A
The Treasury	Finance	7575	7575	Employers' Superannuation Contributions	Non-Tax Revenue	No Functional Classification	55000	2013	Main Estimates	A
The Treasury	Finance	9446	9446	Crown Deposit Guarantee Scheme Fees	Non-Tax Revenue	No Functional Classification	67295	2009	Actuals	A
The Treasury	Finance	9446	9446	Crown Deposit Guarantee Scheme Fees	Non-Tax Revenue	No Functional Classification	87041	2010	Actuals	A
The Treasury	Finance	9446	9446	Crown Deposit Guarantee Scheme Fees	Non-Tax Revenue	No Functional Classification	38075	2011	Actuals	A
The Treasury	Finance	9446	9446	Crown Deposit Guarantee Scheme Fees	Non-Tax Revenue	No Functional Classification	2905	2012	Estimated Actual	A
The Treasury	Finance	9447	9447	Crown Wholesale Guarantee Facility Fees	Non-Tax Revenue	No Functional Classification	6249	2009	Actuals	A
The Treasury	Finance	9447	9447	Crown Wholesale Guarantee Facility Fees	Non-Tax Revenue	No Functional Classification	76455	2010	Actuals	A
The Treasury	Finance	9447	9447	Crown Wholesale Guarantee Facility Fees	Non-Tax Revenue	No Functional Classification	80356	2011	Actuals	A
The Treasury	Finance	9447	9447	Crown Wholesale Guarantee Facility Fees	Non-Tax Revenue	No Functional Classification	68041	2012	Estimated Actual	A
The Treasury	Finance	9447	9447	Crown Wholesale Guarantee Facility Fees	Non-Tax Revenue	No Functional Classification	29341	2013	Main Estimates	A
The Treasury	Finance	10224	10224	Dividends from CRIs	Non-Tax Revenue	No Functional Classification	1328	2012	Estimated Actual	A
The Treasury	Finance	10224	10224	Dividends from CRIs	Non-Tax Revenue	No Functional Classification	817	2013	Main Estimates	A
The Treasury	Finance	10225	10225	Other Fees	Non-Tax Revenue	No Functional Classification	17312	2011	Actuals	A
The Treasury	Finance	10225	10225	Other Fees	Non-Tax Revenue	No Functional Classification	3600	2012	Estimated Actual	A
The Treasury	Finance	10225	10225	Other Fees	Non-Tax Revenue	No Functional Classification	3600	2013	Main Estimates	A
The Treasury	Finance	6043	6043	Capital Withdrawals from Crown Companies	Capital Receipts	No Functional Classification	401312	2009	Actuals	A
The Treasury	Finance	6043	6043	Capital Withdrawals from Crown Companies	Capital Receipts	No Functional Classification	7400	2010	Actuals	A
The Treasury	Finance	6044	6044	Sale of Physical Assets	Capital Receipts	No Functional Classification	23540	2008	Actuals	A
The Treasury	Finance	6045	6045	Contact Energy Limited Crown Margin	Capital Receipts	No Functional Classification	31547	2008	Actuals	A
The Treasury	Finance	6045	6045	Contact Energy Limited Crown Margin	Capital Receipts	No Functional Classification	31549	2009	Actuals	A
The Treasury	Finance	6051	6051	Loan Repayments from Other Parties	Capital Receipts	No Functional Classification	15267	2010	Actuals	A
The Treasury	Finance	6051	6051	Loan Repayments from Other Parties	Capital Receipts	No Functional Classification	176205	2011	Actuals	A
The Treasury	Finance	6051	6051	Loan Repayments from Other Parties	Capital Receipts	No Functional Classification	477	2012	Estimated Actual	A
The Treasury	Finance	6051	6051	Loan Repayments from Other Parties	Capital Receipts	No Functional Classification	1607	2013	Main Estimates	A
The Treasury	Finance	8766	8766	Loan Repayments by ONTRACK	Capital Receipts	No Functional Classification	500	2008	Actuals	A
The Treasury	Finance	8766	8766	Loan Repayments by ONTRACK	Capital Receipts	No Functional Classification	500	2009	Actuals	A
Ministry of Justice	Justice	1447	1447	Offenders Legal Aid Cont	Non-Tax Revenue	No Functional Classification	125	2008	Actuals	A
Ministry of Justice	Justice	1447	1447	Offenders Legal Aid Cont	Non-Tax Revenue	No Functional Classification	55	2009	Actuals	A
Ministry of Justice	Justice	1447	1447	Offenders Legal Aid Cont	Non-Tax Revenue	No Functional Classification	161	2010	Actuals	A
Ministry of Justice	Justice	5280	5280	Repayments of Judicial Salaries from Crown Entities	Non-Tax Revenue	No Functional Classification	570	2008	Actuals	A
Ministry of Justice	Justice	5280	5280	Repayments of Judicial Salaries from Crown Entities	Non-Tax Revenue	No Functional Classification	285	2009	Actuals	A
Ministry of Justice	Justice	5280	5280	Repayments of Judicial Salaries from Crown Entities	Non-Tax Revenue	No Functional Classification	285	2010	Actuals	A
Ministry of Justice	Justice	5280	5280	Repayments of Judicial Salaries from Crown Entities	Non-Tax Revenue	No Functional Classification	803	2011	Actuals	A
Ministry of Justice	Justice	5280	5280	Repayments of Judicial Salaries from Crown Entities	Non-Tax Revenue	No Functional Classification	476	2012	Estimated Actual	A
Ministry of Justice	Justice	5280	5280	Repayments of Judicial Salaries from Crown Entities	Non-Tax Revenue	No Functional Classification	476	2013	Main Estimates	A
Ministry of Justice	Justice	9728	9728	Miscellaneous receipts received on behalf of the Crown	Non-Tax Revenue	No Functional Classification	1157	2011	Actuals	A
Ministry of Justice	Justice	9728	9728	Miscellaneous receipts received on behalf of the Crown	Non-Tax Revenue	No Functional Classification	15000	2012	Estimated Actual	A
Ministry of Justice	Justice	10198	10198	Recoveries from Legally Aided Persons	Non-Tax Revenue	No Functional Classification	33000	2012	Estimated Actual	A
Ministry of Justice	Justice	10198	10198	Recoveries from Legally Aided Persons	Non-Tax Revenue	No Functional Classification	33000	2013	Main Estimates	A
Ministry of Justice	Justice	10230	10230	Receipts from the Law Society's Special Fund for Community Law Centres	Non-Tax Revenue	No Functional Classification	3853	2012	Estimated Actual	A
Ministry of Justice	Justice	10230	10230	Receipts from the Law Society's Special Fund for Community Law Centres	Non-Tax Revenue	No Functional Classification	4939	2013	Main Estimates	A
Ministry of Justice	Justice	10295	10295	Legal Aid Debt: Interest & Attachment Orders	Non-Tax Revenue	No Functional Classification	7528	2013	Main Estimates	A
Ministry of Justice	Justice	1451	1451	Licensing Fund	Capital Receipts	No Functional Classification	200	2012	Estimated Actual	A
Ministry of Justice	Justice	1451	1451	Licensing Fund	Capital Receipts	No Functional Classification	200	2013	Main Estimates	A
Ministry of Justice	Courts	1328	1328	Court Fines	Non-Tax Revenue	No Functional Classification	307540	2008	Actuals	A
Ministry of Justice	Courts	1328	1328	Court Fines	Non-Tax Revenue	No Functional Classification	263379	2009	Actuals	A
Ministry of Justice	Courts	1328	1328	Court Fines	Non-Tax Revenue	No Functional Classification	237852	2010	Actuals	A
Ministry of Justice	Courts	1328	1328	Court Fines	Non-Tax Revenue	No Functional Classification	184305	2011	Actuals	A
Ministry of Justice	Courts	1328	1328	Court Fines	Non-Tax Revenue	No Functional Classification	169782	2012	Estimated Actual	A
Ministry of Justice	Courts	1328	1328	Court Fines	Non-Tax Revenue	No Functional Classification	172448	2013	Main Estimates	A
Ministry of Justice	Courts	3507	3507	Money Forfeited to the Crown	Non-Tax Revenue	No Functional Classification	28	2008	Actuals	A
Ministry of Justice	Courts	3507	3507	Money Forfeited to the Crown	Non-Tax Revenue	No Functional Classification	42	2009	Actuals	A
Ministry of Justice	Courts	3507	3507	Money Forfeited to the Crown	Non-Tax Revenue	No Functional Classification	105	2010	Actuals	A
Ministry of Justice	Courts	3507	3507	Money Forfeited to the Crown	Non-Tax Revenue	No Functional Classification	5	2011	Actuals	A
Ministry of Justice	Courts	3507	3507	Money Forfeited to the Crown	Non-Tax Revenue	No Functional Classification	200	2012	Estimated Actual	A
Ministry of Justice	Courts	3507	3507	Money Forfeited to the Crown	Non-Tax Revenue	No Functional Classification	200	2013	Main Estimates	A
Ministry of Justice	Courts	9729	9729	Offenders Levy	Non-Tax Revenue	No Functional Classification	6023	2011	Actuals	A
Ministry of Justice	Courts	9729	9729	Offenders Levy	Non-Tax Revenue	No Functional Classification	5733	2012	Estimated Actual	A
Ministry of Justice	Courts	9729	9729	Offenders Levy	Non-Tax Revenue	No Functional Classification	5860	2013	Main Estimates	A
Ministry of Justice	Courts	10293	10293	Contributions towards Lawyer for Child Costs	Non-Tax Revenue	No Functional Classification	4215	2013	Main Estimates	A
Ministry of Justice	Treaty Negotiations	7493	7493	Landbank Properties	Non-Tax Revenue	No Functional Classification	6467	2009	Actuals	A
Ministry of Justice	Treaty Negotiations	7493	7493	Landbank Properties	Non-Tax Revenue	No Functional Classification	6710	2010	Actuals	A
Ministry of Justice	Treaty Negotiations	7493	7493	Landbank Properties	Non-Tax Revenue	No Functional Classification	8802	2011	Actuals	A
Ministry of Justice	Treaty Negotiations	7493	7493	Landbank Properties	Non-Tax Revenue	No Functional Classification	9270	2012	Estimated Actual	A
Ministry of Justice	Treaty Negotiations	7493	7493	Landbank Properties	Non-Tax Revenue	No Functional Classification	9270	2013	Main Estimates	A
Ministry of Justice	Treaty Negotiations	9726	9726	Miscellaneous receipts received on behalf of the Crown	Non-Tax Revenue	No Functional Classification	4913	2013	Main Estimates	A
Ministry for Primary Industries	Agriculture and Forestry	5068	5068	Crown Forestry Assets	Non-Tax Revenue	No Functional Classification	85465	2008	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	5068	5068	Crown Forestry Assets	Non-Tax Revenue	No Functional Classification	98384	2009	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	5068	5068	Crown Forestry Assets	Non-Tax Revenue	No Functional Classification	124970	2010	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	5068	5068	Crown Forestry Assets	Non-Tax Revenue	No Functional Classification	128103	2011	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	5068	5068	Crown Forestry Assets	Non-Tax Revenue	No Functional Classification	115646	2012	Estimated Actual	A
Ministry for Primary Industries	Agriculture and Forestry	7676	7676	Levy Charged Under the Dairy Industry Restructuring Act	Non-Tax Revenue	No Functional Classification	208	2008	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	7676	7676	Levy Charged Under the Dairy Industry Restructuring Act	Non-Tax Revenue	No Functional Classification	439	2011	Actuals	A
Ministry for Primary Industries	Agriculture and Forestry	7676	7676	Levy Charged Under the Dairy Industry Restructuring Act	Non-Tax Revenue	No Functional Classification	250	2012	Estimated Actual	A
