Department,Vote,App ID,MCOA ID,Description,Appropriation Type,Output Expense Type,Functional Classification,Amount ($000),Year,Amount_Type_Desc,Periodicity,Current Scope
"Ministry of Business, Innovation and Employment",Communications,9176,9176,Administrative Support for Telecommunications Relay Equipment and Services,Non-Departmental Output Expenses,,Transport and Communications,"1,519",2014,Main Estimates,A,"This appropriation is limited to funding expenditure for administering contracts procuring the supply of telecommunications relay services textphones and other equipment for user access to relay service platforms (including video) and  the cost for administering rental of relay user equipment and depreciating this equipment, together with sponsoring New Zealand Sign Language interpreter scholarships and the purchase of ancillary services to support the availability and uptake of relay services."
"Ministry of Business, Innovation and Employment",Communications,10302,10302,Fibre Drop Costs,Non-Departmental Output Expenses,,Transport and Communications,"1,458",2012,Actuals,A,This appropriation is limited to the cost of fibre connections between schools and UFB and RBI providers’ cable in the roadway or network operators’ digital microwave radio towers.
"Ministry of Business, Innovation and Employment",Communications,10302,10302,Fibre Drop Costs,Non-Departmental Output Expenses,,Transport and Communications,"13,350",2013,Estimated Actual,A,This appropriation is limited to the cost of fibre connections between schools and UFB and RBI providers’ cable in the roadway or network operators’ digital microwave radio towers.
"Ministry of Business, Innovation and Employment",Communications,10302,10302,Fibre Drop Costs,Non-Departmental Output Expenses,,Transport and Communications,"10,290",2014,Main Estimates,A,This appropriation is limited to the cost of fibre connections between schools and UFB and RBI providers’ cable in the roadway or network operators’ digital microwave radio towers.
"Ministry of Business, Innovation and Employment",Communications,5273,5273,Contributions to International Telecommunications Organisations,Non-Departmental Other Expenses,,Transport and Communications,809,2009,Actuals,A,The Crown's annual membership of the Asia Pacific Telecommunity and subscription to the International Telecommunications Union.
"Ministry of Business, Innovation and Employment",Communications,5273,5273,Contributions to International Telecommunications Organisations,Non-Departmental Other Expenses,,Transport and Communications,887,2010,Actuals,A,The Crown's annual membership of the Asia Pacific Telecommunity and subscription to the International Telecommunications Union.
"Ministry of Business, Innovation and Employment",Communications,5273,5273,Contributions to International Telecommunications Organisations,Non-Departmental Other Expenses,,Transport and Communications,906,2011,Actuals,A,The Crown's annual membership of the Asia Pacific Telecommunity and subscription to the International Telecommunications Union.
"Ministry of Business, Innovation and Employment",Communications,5273,5273,Contributions to International Telecommunications Organisations,Non-Departmental Other Expenses,,Transport and Communications,952,2012,Actuals,A,The Crown's annual membership of the Asia Pacific Telecommunity and subscription to the International Telecommunications Union.
"Ministry of Business, Innovation and Employment",Communications,5273,5273,Contributions to International Telecommunications Organisations,Non-Departmental Other Expenses,,Transport and Communications,970,2013,Estimated Actual,A,The Crown's annual membership of the Asia Pacific Telecommunity and subscription to the International Telecommunications Union.
"Ministry of Business, Innovation and Employment",Communications,5273,5273,Contributions to International Telecommunications Organisations,Non-Departmental Other Expenses,,Transport and Communications,970,2014,Main Estimates,A,The Crown's annual membership of the Asia Pacific Telecommunity and subscription to the International Telecommunications Union.
"Ministry of Business, Innovation and Employment",Communications,8819,8819,Digital Strategy - High Speed Connectivity for Growth,Non-Departmental Other Expenses,,Transport and Communications,"2,780",2009,Actuals,M,A contestable fund for partnerships that have projects that extend high-speed broadband to regional centres and businesses and make broadband available to smaller communities.
"Ministry of Business, Innovation and Employment",Communications,9586,9586,Broadband Investment (Rural Supply),Non-Departmental Other Expenses,,Transport and Communications,"17,074",2012,Actuals,A,This appropriation is limited to the provision of funding for grants or consumer subsidies relating to the deployment of broadband infrastructure in rural regions of New Zealand.
"Ministry of Business, Innovation and Employment",Communications,9586,9586,Broadband Investment (Rural Supply),Non-Departmental Other Expenses,,Transport and Communications,"31,260",2014,Main Estimates,A,This appropriation is limited to the provision of funding for grants or consumer subsidies relating to the deployment of broadband infrastructure in rural regions of New Zealand.
"Ministry of Business, Innovation and Employment",Communications,10278,10278,Telecommunications Development Levy Funded Procurement - Deaf Relay Service TSO,Non-Departmental Other Expenses,,Transport and Communications,"2,236",2012,Actuals,A,This appropriation is limited to the purchase of deaf relay services which is offset by the Telecommunications Development Levy.
"Ministry of Business, Innovation and Employment",Communications,10278,10278,Telecommunications Development Levy Funded Procurement - Deaf Relay Service TSO,Non-Departmental Other Expenses,,Transport and Communications,"2,465",2013,Estimated Actual,A,This appropriation is limited to the purchase of deaf relay services which is offset by the Telecommunications Development Levy.
"Ministry of Business, Innovation and Employment",Communications,10278,10278,Telecommunications Development Levy Funded Procurement - Deaf Relay Service TSO,Non-Departmental Other Expenses,,Transport and Communications,"2,500",2014,Main Estimates,A,This appropriation is limited to the purchase of deaf relay services which is offset by the Telecommunications Development Levy.
"Ministry of Business, Innovation and Employment",Communications,10279,10279,Telecommunications Development Levy Funded Procurement - Non-Urban Infrastructure,Non-Departmental Other Expenses,,Transport and Communications,"141,000",2013,Estimated Actual,A,This appropriation is limited to the payment of grants and investment for non-urban infrastructure offset by the Telecommunications Development Levy.
"Ministry of Business, Innovation and Employment",Communications,10279,10279,Telecommunications Development Levy Funded Procurement - Non-Urban Infrastructure,Non-Departmental Other Expenses,,Transport and Communications,"52,000",2014,Main Estimates,A,This appropriation is limited to the payment of grants and investment for non-urban infrastructure offset by the Telecommunications Development Levy.
"Ministry of Business, Innovation and Employment",Communications,10280,10280,International Connectivity,Non-Departmental Other Expenses,,Transport and Communications,"2,397",2012,Actuals,A,This appropriation is limited to the purchase of an anchor tenancy on a new trans-Tasman and trans-Pacific submarine cable.
"Ministry of Business, Innovation and Employment",Communications,10280,10280,International Connectivity,Non-Departmental Other Expenses,,Transport and Communications,"15,000",2014,Main Estimates,A,This appropriation is limited to the purchase of an anchor tenancy on a new trans-Tasman and trans-Pacific submarine cable.
"Ministry of Business, Innovation and Employment",Communications,8586,8586,Acquisition of Textphone Equipment,Non-Departmental Capital Expenditure,,No Functional Classification,92,2009,Actuals,A,"To purchase textphones after the establishment of a textphone pool for deaf, hearing impaired and speech impaired people."
"Ministry of Business, Innovation and Employment",Communications,8586,8586,Acquisition of Textphone Equipment,Non-Departmental Capital Expenditure,,No Functional Classification,32,2010,Actuals,A,"To purchase textphones after the establishment of a textphone pool for deaf, hearing impaired and speech impaired people."
"Ministry of Business, Innovation and Employment",Communications,8586,8586,Acquisition of Textphone Equipment,Non-Departmental Capital Expenditure,,No Functional Classification,82,2011,Actuals,A,"To purchase textphones after the establishment of a textphone pool for deaf, hearing impaired and speech impaired people."
"Ministry of Business, Innovation and Employment",Communications,8586,8586,Acquisition of Textphone Equipment,Non-Departmental Capital Expenditure,,No Functional Classification,200,2013,Estimated Actual,A,"To purchase textphones after the establishment of a textphone pool for deaf, hearing impaired and speech impaired people."
"Ministry of Business, Innovation and Employment",Communications,8586,8586,Acquisition of Textphone Equipment,Non-Departmental Capital Expenditure,,No Functional Classification,200,2014,Main Estimates,A,"To purchase textphones after the establishment of a textphone pool for deaf, hearing impaired and speech impaired people."
"Ministry of Business, Innovation and Employment",Communications,9574,9574,Broadband Investment (Schools),Non-Departmental Capital Expenditure,,No Functional Classification,22,2011,Actuals,A,"This appropriation is limited to making schools broadband ready, including providing schools with suitable internal networks to take advantage of fast or ultrafast broadband; meeting costs of the National Education Network trial; and programme and business case development."
"Ministry of Business, Innovation and Employment",Communications,9585,9585,Broadband Investment (Crown Company Capital Costs),Non-Departmental Capital Expenditure,,No Functional Classification,"25,400",2010,Actuals,A,This appropriation is limited to the establishment of and provision of ongoing investment funding for a Crown-owned investment company which will function as the vehicle for investing and managing the Government's broadband infrastructure commitment.
"Ministry of Business, Innovation and Employment",Communications,9585,9585,Broadband Investment (Crown Company Capital Costs),Non-Departmental Capital Expenditure,,No Functional Classification,"10,000",2011,Actuals,A,This appropriation is limited to the establishment of and provision of ongoing investment funding for a Crown-owned investment company which will function as the vehicle for investing and managing the Government's broadband infrastructure commitment.
"Ministry of Business, Innovation and Employment",Communications,9585,9585,Broadband Investment (Crown Company Capital Costs),Non-Departmental Capital Expenditure,,No Functional Classification,"127,500",2012,Actuals,A,This appropriation is limited to the establishment of and provision of ongoing investment funding for a Crown-owned investment company which will function as the vehicle for investing and managing the Government's broadband infrastructure commitment.
"Ministry of Business, Innovation and Employment",Communications,10274,10274,Broadband Investment (Crown Fibre Holdings Capital Costs),Non-Departmental Capital Expenditure,,No Functional Classification,"165,000",2013,Estimated Actual,M,This appropriation is limited to the provision of ongoing investment funding for Crown Fibre Holdings to implement the Government's broadband investment commitment
"Ministry of Business, Innovation and Employment",Communications,10274,10274,Broadband Investment (Crown Fibre Holdings Capital Costs),Non-Departmental Capital Expenditure,,No Functional Classification,"200,000",2014,Main Estimates,M,This appropriation is limited to the provision of ongoing investment funding for Crown Fibre Holdings to implement the Government's broadband investment commitment
"Ministry of Business, Innovation and Employment",Energy,90,90,Policy Advice on Energy and Resource Issues,Departmental Output Expenses,,Fuel and Energy,"6,263",2009,Actuals,A,"This appropriation is limited to the purchase of policy advice, ministerial servicing, and decision support for the Minister in relation to the operation of energy and resource markets (electricity, oil, gas, geothermal, coal, minerals and related natural resources) and energy efficiency and conservation issues, including Treaty of Waitangi issues in relation to natural resources in particular mineral and energy resources. It also includes purchase of ownership and purchase advice on Crown entities."
"Ministry of Business, Innovation and Employment",Energy,90,90,Policy Advice on Energy and Resource Issues,Departmental Output Expenses,,Fuel and Energy,"7,034",2010,Actuals,A,"This appropriation is limited to the purchase of policy advice, ministerial servicing, and decision support for the Minister in relation to the operation of energy and resource markets (electricity, oil, gas, geothermal, coal, minerals and related natural resources) and energy efficiency and conservation issues, including Treaty of Waitangi issues in relation to natural resources in particular mineral and energy resources. It also includes purchase of ownership and purchase advice on Crown entities."
"Ministry of Business, Innovation and Employment",Energy,90,90,Policy Advice on Energy and Resource Issues,Departmental Output Expenses,,Fuel and Energy,"7,003",2011,Actuals,A,"This appropriation is limited to the purchase of policy advice, ministerial servicing, and decision support for the Minister in relation to the operation of energy and resource markets (electricity, oil, gas, geothermal, coal, minerals and related natural resources) and energy efficiency and conservation issues, including Treaty of Waitangi issues in relation to natural resources in particular mineral and energy resources. It also includes purchase of ownership and purchase advice on Crown entities."
"Ministry of Business, Innovation and Employment",Energy,90,90,Policy Advice on Energy and Resource Issues,Departmental Output Expenses,,Fuel and Energy,"5,562",2012,Actuals,A,"This appropriation is limited to the purchase of policy advice, ministerial servicing, and decision support for the Minister in relation to the operation of energy and resource markets (electricity, oil, gas, geothermal, coal, minerals and related natural resources) and energy efficiency and conservation issues, including Treaty of Waitangi issues in relation to natural resources in particular mineral and energy resources. It also includes purchase of ownership and purchase advice on Crown entities."
"Ministry of Business, Innovation and Employment",Energy,91,91,Management of the Crown Mineral Estate,Departmental Output Expenses,,Fuel and Energy,"9,193",2009,Actuals,A,"Allocation and management of Crown-owned petroleum, coal and mineral resources under the Crown Minerals Act 1991 and minerals programmes issued under the Act."
"Ministry of Business, Innovation and Employment",Energy,91,91,Management of the Crown Mineral Estate,Departmental Output Expenses,,Fuel and Energy,"9,386",2010,Actuals,A,"Allocation and management of Crown-owned petroleum, coal and mineral resources under the Crown Minerals Act 1991 and minerals programmes issued under the Act."
"Ministry of Business, Innovation and Employment",Energy,91,91,Management of the Crown Mineral Estate,Departmental Output Expenses,,Fuel and Energy,"11,103",2011,Actuals,A,"Allocation and management of Crown-owned petroleum, coal and mineral resources under the Crown Minerals Act 1991 and minerals programmes issued under the Act."
"Ministry of Business, Innovation and Employment",Energy,91,91,Management of the Crown Mineral Estate,Departmental Output Expenses,,Fuel and Energy,"13,648",2012,Actuals,A,"Allocation and management of Crown-owned petroleum, coal and mineral resources under the Crown Minerals Act 1991 and minerals programmes issued under the Act."
"Ministry of Business, Innovation and Employment",Energy,91,91,Management of the Crown Mineral Estate,Departmental Output Expenses,,Fuel and Energy,"15,379",2013,Estimated Actual,A,"Allocation and management of Crown-owned petroleum, coal and mineral resources under the Crown Minerals Act 1991 and minerals programmes issued under the Act."
"Ministry of Business, Innovation and Employment",Energy,91,91,Management of the Crown Mineral Estate,Departmental Output Expenses,,Fuel and Energy,"18,103",2014,Main Estimates,A,"Allocation and management of Crown-owned petroleum, coal and mineral resources under the Crown Minerals Act 1991 and minerals programmes issued under the Act."
"Ministry of Business, Innovation and Employment",Energy,96,96,Energy and Resource Information Services,Departmental Output Expenses,Revenue Dependent,Fuel and Energy,"1,265",2009,Actuals,A,"Provision of information and technical advice on energy and resources, the management of the response to any international disruption in oil supplies, and the management of New Zealand’s energy-related international relations."
"Ministry of Business, Innovation and Employment",Energy,96,96,Energy and Resource Information Services,Departmental Output Expenses,Revenue Dependent,Fuel and Energy,872,2010,Actuals,A,"Provision of information and technical advice on energy and resources, the management of the response to any international disruption in oil supplies, and the management of New Zealand’s energy-related international relations."
"Ministry of Business, Innovation and Employment",Energy,96,96,Energy and Resource Information Services,Departmental Output Expenses,Revenue Dependent,Fuel and Energy,"2,100",2011,Actuals,A,"Provision of information and technical advice on energy and resources, the management of the response to any international disruption in oil supplies, and the management of New Zealand’s energy-related international relations."
"Ministry of Business, Innovation and Employment",Energy,96,96,Energy and Resource Information Services,Departmental Output Expenses,Revenue Dependent,Fuel and Energy,"2,893",2012,Actuals,A,"Provision of information and technical advice on energy and resources, the management of the response to any international disruption in oil supplies, and the management of New Zealand’s energy-related international relations."
"Ministry of Business, Innovation and Employment",Energy,96,96,Energy and Resource Information Services,Departmental Output Expenses,Revenue Dependent,Fuel and Energy,"2,061",2013,Estimated Actual,A,"Provision of information and technical advice on energy and resources, the management of the response to any international disruption in oil supplies, and the management of New Zealand’s energy-related international relations."
"Ministry of Business, Innovation and Employment",Energy,96,96,Energy and Resource Information Services,Departmental Output Expenses,Revenue Dependent,Fuel and Energy,"1,267",2014,Main Estimates,A,"Provision of information and technical advice on energy and resources, the management of the response to any international disruption in oil supplies, and the management of New Zealand’s energy-related international relations."
"Ministry of Business, Innovation and Employment",Energy,8525,8525,Provision of Climate Change Unit Register and Information,Departmental Output Expenses,,Fuel and Energy,"1,199",2009,Actuals,A,This appropriation is limited to services relating to the operation of a register to enable the allocation and trading of climate change units under the Climate Change Response Act 2002.
"Ministry of Business, Innovation and Employment",Energy,8525,8525,Provision of Climate Change Unit Register and Information,Departmental Output Expenses,,Fuel and Energy,"1,441",2010,Actuals,A,This appropriation is limited to services relating to the operation of a register to enable the allocation and trading of climate change units under the Climate Change Response Act 2002.
"Ministry of Business, Innovation and Employment",Energy,8525,8525,Provision of Climate Change Unit Register and Information,Departmental Output Expenses,,Fuel and Energy,"1,533",2011,Actuals,A,This appropriation is limited to services relating to the operation of a register to enable the allocation and trading of climate change units under the Climate Change Response Act 2002.
"Ministry of Business, Innovation and Employment",Energy,8525,8525,Provision of Climate Change Unit Register and Information,Departmental Output Expenses,,Fuel and Energy,520,2012,Actuals,A,This appropriation is limited to services relating to the operation of a register to enable the allocation and trading of climate change units under the Climate Change Response Act 2002.
"Ministry of Business, Innovation and Employment",Energy,9183,9183,Emissions Trading Implementation,Departmental Output Expenses,,Environmental Protection,"2,095",2009,Actuals,A,This appropriation is limited to the implementation and administration of the New Zealand Emissions Trading Scheme.
"Ministry of Business, Innovation and Employment",Energy,9183,9183,Emissions Trading Implementation,Departmental Output Expenses,,Environmental Protection,"2,072",2010,Actuals,A,This appropriation is limited to the implementation and administration of the New Zealand Emissions Trading Scheme.
"Ministry of Business, Innovation and Employment",Energy,9183,9183,Emissions Trading Implementation,Departmental Output Expenses,,Environmental Protection,"4,311",2011,Actuals,A,This appropriation is limited to the implementation and administration of the New Zealand Emissions Trading Scheme.
"Ministry of Business, Innovation and Employment",Energy,9183,9183,Emissions Trading Implementation,Departmental Output Expenses,,Environmental Protection,"1,619",2012,Actuals,A,This appropriation is limited to the implementation and administration of the New Zealand Emissions Trading Scheme.
"Ministry of Business, Innovation and Employment",Energy,9327,9327,"Administration of Gas, Electricity and Energy Efficiency Regulations and Related Acts",Departmental Output Expenses,,Fuel and Energy,"4,350",2009,Actuals,A,"This appropriation is limited to the purchase of advice on administration and associated policy work, Ministerial servicing and decision support for the Minister in relation to, and the administration of the regimes for: gas and electricity safety; energy efficiency and conservation; the supply, quality and measurement of gas and electricity; and fuel quality monitoring."
"Ministry of Business, Innovation and Employment",Energy,9327,9327,"Administration of Gas, Electricity and Energy Efficiency Regulations and Related Acts",Departmental Output Expenses,,Fuel and Energy,"4,380",2010,Actuals,A,"This appropriation is limited to the purchase of advice on administration and associated policy work, Ministerial servicing and decision support for the Minister in relation to, and the administration of the regimes for: gas and electricity safety; energy efficiency and conservation; the supply, quality and measurement of gas and electricity; and fuel quality monitoring."
"Ministry of Business, Innovation and Employment",Energy,9327,9327,"Administration of Gas, Electricity and Energy Efficiency Regulations and Related Acts",Departmental Output Expenses,,Fuel and Energy,"4,734",2011,Actuals,A,"This appropriation is limited to the purchase of advice on administration and associated policy work, Ministerial servicing and decision support for the Minister in relation to, and the administration of the regimes for: gas and electricity safety; energy efficiency and conservation; the supply, quality and measurement of gas and electricity; and fuel quality monitoring."
"Ministry of Business, Innovation and Employment",Energy,9327,9327,"Administration of Gas, Electricity and Energy Efficiency Regulations and Related Acts",Departmental Output Expenses,,Fuel and Energy,"4,643",2012,Actuals,A,"This appropriation is limited to the purchase of advice on administration and associated policy work, Ministerial servicing and decision support for the Minister in relation to, and the administration of the regimes for: gas and electricity safety; energy efficiency and conservation; the supply, quality and measurement of gas and electricity; and fuel quality monitoring."
"Ministry of Business, Innovation and Employment",Energy,9327,9327,"Administration of Gas, Electricity and Energy Efficiency Regulations and Related Acts",Departmental Output Expenses,,Fuel and Energy,"5,327",2013,Estimated Actual,A,"This appropriation is limited to the purchase of advice on administration and associated policy work, Ministerial servicing and decision support for the Minister in relation to, and the administration of the regimes for: gas and electricity safety; energy efficiency and conservation; the supply, quality and measurement of gas and electricity; and fuel quality monitoring."
"Ministry of Business, Innovation and Employment",Energy,9327,9327,"Administration of Gas, Electricity and Energy Efficiency Regulations and Related Acts",Departmental Output Expenses,,Fuel and Energy,"5,680",2014,Main Estimates,A,"This appropriation is limited to the purchase of advice on administration and associated policy work, Ministerial servicing and decision support for the Minister in relation to, and the administration of the regimes for: gas and electricity safety; energy efficiency and conservation; the supply, quality and measurement of gas and electricity; and fuel quality monitoring."
"Ministry of Business, Innovation and Employment",Energy,10356,10356,"Energy and Resources Operational Policy, Ministerial Servicing and Crown Entity Monitoring",Departmental Output Expenses,,Fuel and Energy,"1,517",2013,Estimated Actual,A,"This appropriation is limited to the development of operational policies in relation to the operation of energy and resource markets (electricity, oil, gas, geothermal, coal, minerals and natural related resources) and energy efficiency and conservation issues, services to support the Minister, and monitoring the performance and compliance of Crown Entities."
"Ministry of Business, Innovation and Employment",Energy,10356,10356,"Energy and Resources Operational Policy, Ministerial Servicing and Crown Entity Monitoring",Departmental Output Expenses,,Fuel and Energy,"1,492",2014,Main Estimates,A,"This appropriation is limited to the development of operational policies in relation to the operation of energy and resource markets (electricity, oil, gas, geothermal, coal, minerals and natural related resources) and energy efficiency and conservation issues, services to support the Minister, and monitoring the performance and compliance of Crown Entities."
"Ministry of Business, Innovation and Employment",Energy,10357,10357,Policy Advice – Energy and Resource Issues,Departmental Output Expenses,,Fuel and Energy,"5,028",2013,Estimated Actual,A,This appropriation is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters.
"Ministry of Business, Innovation and Employment",Energy,10357,10357,Policy Advice – Energy and Resource Issues,Departmental Output Expenses,,Fuel and Energy,"5,215",2014,Main Estimates,A,This appropriation is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters.
"Ministry of Business, Innovation and Employment",Energy,9328,9328,Energy and Resource Information Services,Departmental Output Expenses,Revenue Dependent,Fuel and Energy,"1,600",2009,Actuals,A,"Provision of information and technical advice on energy and resources, the management of the response to any international disruption in oil supplies, and the management of New Zealand's energy-related international relations."
"Ministry of Business, Innovation and Employment",Energy,9328,9328,Energy and Resource Information Services,Departmental Output Expenses,Revenue Dependent,Fuel and Energy,"1,487",2010,Actuals,A,"Provision of information and technical advice on energy and resources, the management of the response to any international disruption in oil supplies, and the management of New Zealand's energy-related international relations."
"Ministry of Business, Innovation and Employment",Energy,9328,9328,Energy and Resource Information Services,Departmental Output Expenses,Revenue Dependent,Fuel and Energy,"1,379",2011,Actuals,A,"Provision of information and technical advice on energy and resources, the management of the response to any international disruption in oil supplies, and the management of New Zealand's energy-related international relations."
"Ministry of Business, Innovation and Employment",Energy,9328,9328,Energy and Resource Information Services,Departmental Output Expenses,Revenue Dependent,Fuel and Energy,"1,479",2012,Actuals,A,"Provision of information and technical advice on energy and resources, the management of the response to any international disruption in oil supplies, and the management of New Zealand's energy-related international relations."
"Ministry of Business, Innovation and Employment",Energy,9328,9328,Energy and Resource Information Services,Departmental Output Expenses,Revenue Dependent,Fuel and Energy,"1,727",2013,Estimated Actual,A,"Provision of information and technical advice on energy and resources, the management of the response to any international disruption in oil supplies, and the management of New Zealand's energy-related international relations."
"Ministry of Business, Innovation and Employment",Energy,9328,9328,Energy and Resource Information Services,Departmental Output Expenses,Revenue Dependent,Fuel and Energy,"1,827",2014,Main Estimates,A,"Provision of information and technical advice on energy and resources, the management of the response to any international disruption in oil supplies, and the management of New Zealand's energy-related international relations."
"Ministry of Business, Innovation and Employment",Energy,7597,7597,Enforcement of Electricity Sector Regulation,Non-Departmental Output Expenses,,Fuel and Energy,"5,946",2009,Actuals,A,"For the provision of development of input methodologies under Part 4 and 4A of the Commerce Act 1986, the review of asset valuation methodologies, collecting and disclosing information, assessing performance against thresholds and implementing price controls as necessary in relation to electricity lines businesses and Transpower."
"Ministry of Business, Innovation and Employment",Energy,8610,8610,Electricity Governance and Market Operations,Non-Departmental Output Expenses,,Fuel and Energy,"45,558",2009,Actuals,A,"Funds the Electricity Commission’s major functions as the regulator for the electricity system. It also covers core electricity system and market operation functions, carried out under service provider contracts."
"Ministry of Business, Innovation and Employment",Energy,8610,8610,Electricity Governance and Market Operations,Non-Departmental Output Expenses,,Fuel and Energy,"46,719",2010,Actuals,A,"Funds the Electricity Commission’s major functions as the regulator for the electricity system. It also covers core electricity system and market operation functions, carried out under service provider contracts."
"Ministry of Business, Innovation and Employment",Energy,8610,8610,Electricity Governance and Market Operations,Non-Departmental Output Expenses,,Fuel and Energy,"18,486",2011,Actuals,A,"Funds the Electricity Commission’s major functions as the regulator for the electricity system. It also covers core electricity system and market operation functions, carried out under service provider contracts."
"Ministry of Business, Innovation and Employment",Energy,8717,8717,Reserve Energy and Emergency Measures—Availability Costs,Non-Departmental Output Expenses,,Fuel and Energy,"29,636",2009,Actuals,A,"Funds the cost of having reserve electricity capacity and capability available, including:  1. tendering for reserve energy and emergency options; and  2. ensuring availability of reserve energy capacity.    Does not include cost of supply of reserve energy (fuel) or implementation of emergency measures."
"Ministry of Business, Innovation and Employment",Energy,8717,8717,Reserve Energy and Emergency Measures—Availability Costs,Non-Departmental Output Expenses,,Fuel and Energy,"26,672",2010,Actuals,A,"Funds the cost of having reserve electricity capacity and capability available, including:  1. tendering for reserve energy and emergency options; and  2. ensuring availability of reserve energy capacity.    Does not include cost of supply of reserve energy (fuel) or implementation of emergency measures."
"Ministry of Business, Innovation and Employment",Energy,8717,8717,Reserve Energy and Emergency Measures—Availability Costs,Non-Departmental Output Expenses,,Fuel and Energy,"23,450",2011,Actuals,A,"Funds the cost of having reserve electricity capacity and capability available, including:  1. tendering for reserve energy and emergency options; and  2. ensuring availability of reserve energy capacity.    Does not include cost of supply of reserve energy (fuel) or implementation of emergency measures."
"Ministry of Business, Innovation and Employment",Energy,8717,8717,Reserve Energy and Emergency Measures—Availability Costs,Non-Departmental Output Expenses,,Fuel and Energy,"10,166",2012,Actuals,A,"Funds the cost of having reserve electricity capacity and capability available, including:  1. tendering for reserve energy and emergency options; and  2. ensuring availability of reserve energy capacity.    Does not include cost of supply of reserve energy (fuel) or implementation of emergency measures."
"Ministry of Business, Innovation and Employment",Energy,8720,8720,Maintenance and Operation of Whirinaki,Non-Departmental Output Expenses,,Fuel and Energy,"18,629",2009,Actuals,A,"Largely fixed operating and maintenance costs for Whirinaki power station including the Contact Operating and Maintenance contract, depreciation on the plant and obligations arising under the Reserve Generation Capacity Agreement."
"Ministry of Business, Innovation and Employment",Energy,8720,8720,Maintenance and Operation of Whirinaki,Non-Departmental Output Expenses,,Fuel and Energy,"21,031",2010,Actuals,A,"Largely fixed operating and maintenance costs for Whirinaki power station including the Contact Operating and Maintenance contract, depreciation on the plant and obligations arising under the Reserve Generation Capacity Agreement."
"Ministry of Business, Innovation and Employment",Energy,8720,8720,Maintenance and Operation of Whirinaki,Non-Departmental Output Expenses,,Fuel and Energy,"8,699",2011,Actuals,A,"Largely fixed operating and maintenance costs for Whirinaki power station including the Contact Operating and Maintenance contract, depreciation on the plant and obligations arising under the Reserve Generation Capacity Agreement."
"Ministry of Business, Innovation and Employment",Energy,8720,8720,Maintenance and Operation of Whirinaki,Non-Departmental Output Expenses,,Fuel and Energy,"1,491",2012,Actuals,A,"Largely fixed operating and maintenance costs for Whirinaki power station including the Contact Operating and Maintenance contract, depreciation on the plant and obligations arising under the Reserve Generation Capacity Agreement."
"Ministry of Business, Innovation and Employment",Energy,8720,8720,Maintenance and Operation of Whirinaki,Non-Departmental Output Expenses,,Fuel and Energy,200,2013,Estimated Actual,A,"Largely fixed operating and maintenance costs for Whirinaki power station including the Contact Operating and Maintenance contract, depreciation on the plant and obligations arising under the Reserve Generation Capacity Agreement."
"Ministry of Business, Innovation and Employment",Energy,8892,8892,Control of Natural Gas Services,Non-Departmental Output Expenses,,Fuel and Energy,"1,616",2009,Actuals,A,For development of input methodologies under Part 4 of the Commerce Act 1986 and the costs of administering the Commerce Act 1986 Part 5 control regime over the gas pipeline services of Powerco and Vector.
"Ministry of Business, Innovation and Employment",Energy,8893,8893,Management of IEA Oil Stocks,Non-Departmental Output Expenses,,Fuel and Energy,"4,820",2009,Actuals,A,For the cost of managing and funding of oil stocks to meet International Energy Agency obligations.
"Ministry of Business, Innovation and Employment",Energy,8893,8893,Management of IEA Oil Stocks,Non-Departmental Output Expenses,,Fuel and Energy,"2,061",2010,Actuals,A,For the cost of managing and funding of oil stocks to meet International Energy Agency obligations.
"Ministry of Business, Innovation and Employment",Energy,8893,8893,Management of IEA Oil Stocks,Non-Departmental Output Expenses,,Fuel and Energy,"1,073",2011,Actuals,A,For the cost of managing and funding of oil stocks to meet International Energy Agency obligations.
"Ministry of Business, Innovation and Employment",Energy,8893,8893,Management of IEA Oil Stocks,Non-Departmental Output Expenses,,Fuel and Energy,"2,638",2012,Actuals,A,For the cost of managing and funding of oil stocks to meet International Energy Agency obligations.
"Ministry of Business, Innovation and Employment",Energy,8893,8893,Management of IEA Oil Stocks,Non-Departmental Output Expenses,,Fuel and Energy,"5,522",2013,Estimated Actual,A,For the cost of managing and funding of oil stocks to meet International Energy Agency obligations.
"Ministry of Business, Innovation and Employment",Energy,8893,8893,Management of IEA Oil Stocks,Non-Departmental Output Expenses,,Fuel and Energy,"5,185",2014,Main Estimates,A,For the cost of managing and funding of oil stocks to meet International Energy Agency obligations.
"Ministry of Business, Innovation and Employment",Energy,9046,9046,Generating Reserve Electricity At Whirinaki,Non-Departmental Output Expenses,,Fuel and Energy,896,2009,Actuals,M,"To cover Whirinaki Reserve Energy Plant security of supply costs, excluding those covered by the annual appropriation entitled Maintenance and Operation of Whirinaki. Predominantly expected to cover purchase of fuel against the event that the plant is required to generate reserve electricity."
"Ministry of Business, Innovation and Employment",Energy,9046,9046,Generating Reserve Electricity At Whirinaki,Non-Departmental Output Expenses,,Fuel and Energy,"2,325",2010,Actuals,M,"To cover Whirinaki Reserve Energy Plant security of supply costs, excluding those covered by the annual appropriation entitled Maintenance and Operation of Whirinaki. Predominantly expected to cover purchase of fuel against the event that the plant is required to generate reserve electricity."
