"UnitName"	"VoteName"	"AppropriationID"	"ParentAppropriationID"	"Description"	"Revenue Type"	"FunctionalClassification"	"Amount $(000)"	"Year"	"AmountType"	"Periodicity"
"Inland Revenue Department"	"Revenue"	3723	3723	"Adverse Income Equalisation Account"	"Capital Receipts"	"No Functional Classification"	" 1,247 "	2008	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	3723	3723	"Adverse Income Equalisation Account"	"Capital Receipts"	"No Functional Classification"	" 590 "	2009	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	3723	3723	"Adverse Income Equalisation Account"	"Capital Receipts"	"No Functional Classification"	" 1,200 "	2010	"Estimated Actual"	"A"
"Inland Revenue Department"	"Revenue"	3723	3723	"Adverse Income Equalisation Account"	"Capital Receipts"	"No Functional Classification"	" 1,000 "	2011	"Main Estimates"	"A"
"Inland Revenue Department"	"Revenue"	3724	3724	"Income Equalisation Reserve Account"	"Capital Receipts"	"No Functional Classification"	" 53,198 "	2006	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	3724	3724	"Income Equalisation Reserve Account"	"Capital Receipts"	"No Functional Classification"	" 29,246 "	2007	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	3724	3724	"Income Equalisation Reserve Account"	"Capital Receipts"	"No Functional Classification"	" 65,405 "	2008	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	3724	3724	"Income Equalisation Reserve Account"	"Capital Receipts"	"No Functional Classification"	" 290,431 "	2009	"Actuals"	"A"
"Inland Revenue Department"	"Revenue"	3724	3724	"Income Equalisation Reserve Account"	"Capital Receipts"	"No Functional Classification"	" 120,000 "	2010	"Estimated Actual"	"A"
"Inland Revenue Department"	"Revenue"	3724	3724	"Income Equalisation Reserve Account"	"Capital Receipts"	"No Functional Classification"	" 90,000 "	2011	"Main Estimates"	"A"
"Inland Revenue Department"	"Revenue"	8918	8918	"Environmental Restoration Accounts Scheme"	"Capital Receipts"	"No Functional Classification"	" 20,000 "	2010	"Estimated Actual"	"A"
"Inland Revenue Department"	"Revenue"	8918	8918	"Environmental Restoration Accounts Scheme"	"Capital Receipts"	"No Functional Classification"	" 20,000 "	2011	"Main Estimates"	"A"
"Department of Internal Affairs"	"Internal Affairs"	496	496	"Forfeiture to the Crown"	"Non-Tax Revenue"	"No Functional Classification"	" 6 "	2007	"Actuals"	"A"
"Department of Internal Affairs"	"Internal Affairs"	496	496	"Forfeiture to the Crown"	"Non-Tax Revenue"	"No Functional Classification"	" 173 "	2009	"Actuals"	"A"
"Department of Internal Affairs"	"Internal Affairs"	1282	1282	"Refund of Benefit"	"Non-Tax Revenue"	"No Functional Classification"	" 7 "	2006	"Actuals"	"A"
"Department of Internal Affairs"	"Internal Affairs"	1282	1282	"Refund of Benefit"	"Non-Tax Revenue"	"No Functional Classification"	" 3 "	2007	"Actuals"	"A"
"Department of Internal Affairs"	"Internal Affairs"	1282	1282	"Refund of Benefit"	"Non-Tax Revenue"	"No Functional Classification"	" 2 "	2008	"Actuals"	"A"
"Department of Internal Affairs"	"Internal Affairs"	1282	1282	"Refund of Benefit"	"Non-Tax Revenue"	"No Functional Classification"	" 4 "	2009	"Actuals"	"A"
"Department of Internal Affairs"	"Local Government"	9134	9134	"Refund of Non-Department payment"	"Non-Tax Revenue"	"No Functional Classification"	" 1,277 "	2007	"Actuals"	"A"
"Department of Internal Affairs"	"Local Government"	9741	9741	"Local Government Debt Vehicle Interest Received"	"Non-Tax Revenue"	"No Functional Classification"	" 125 "	2011	"Main Estimates"	"A"
"Department of Internal Affairs"	"Ministerial Services"	5904	5904	"Rent from Crown Properties"	"Non-Tax Revenue"	"No Functional Classification"	" 10 "	2006	"Actuals"	"A"
"Department of Internal Affairs"	"Ministerial Services"	5904	5904	"Rent from Crown Properties"	"Non-Tax Revenue"	"No Functional Classification"	" 10 "	2007	"Actuals"	"A"
"Department of Internal Affairs"	"Ministerial Services"	5904	5904	"Rent from Crown Properties"	"Non-Tax Revenue"	"No Functional Classification"	" 10 "	2008	"Actuals"	"A"
"Department of Internal Affairs"	"Ministerial Services"	5904	5904	"Rent from Crown Properties"	"Non-Tax Revenue"	"No Functional Classification"	" 4 "	2009	"Actuals"	"A"
"Department of Internal Affairs"	"Community and Voluntary Sector"	8995	8995	"Refund of Non-Departmental grants"	"Non-Tax Revenue"	"No Functional Classification"	" 137 "	2007	"Actuals"	"A"
"Department of Internal Affairs"	"Community and Voluntary Sector"	8995	8995	"Refund of Non-Departmental grants"	"Non-Tax Revenue"	"No Functional Classification"	" 166 "	2009	"Actuals"	"A"
"Department of Labour"	"Labour"	574	574	"Employment Relations Authority Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 173 "	2006	"Actuals"	"A"
"Department of Labour"	"Labour"	574	574	"Employment Relations Authority Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 184 "	2007	"Actuals"	"A"
"Department of Labour"	"Labour"	574	574	"Employment Relations Authority Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 173 "	2008	"Actuals"	"A"
"Department of Labour"	"Labour"	574	574	"Employment Relations Authority Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 171 "	2009	"Actuals"	"A"
"Department of Labour"	"Labour"	574	574	"Employment Relations Authority Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 193 "	2010	"Estimated Actual"	"A"
"Department of Labour"	"Labour"	574	574	"Employment Relations Authority Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 193 "	2011	"Main Estimates"	"A"
"Department of Labour"	"Labour"	575	575	"Health and Safety in Employment Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 36,694 "	2006	"Actuals"	"A"
"Department of Labour"	"Labour"	575	575	"Health and Safety in Employment Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 35,950 "	2007	"Actuals"	"A"
"Department of Labour"	"Labour"	575	575	"Health and Safety in Employment Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 37,977 "	2008	"Actuals"	"A"
"Department of Labour"	"Labour"	575	575	"Health and Safety in Employment Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 41,138 "	2009	"Actuals"	"A"
"Department of Labour"	"Labour"	575	575	"Health and Safety in Employment Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 43,051 "	2010	"Estimated Actual"	"A"
"Department of Labour"	"Labour"	575	575	"Health and Safety in Employment Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 40,147 "	2011	"Main Estimates"	"A"
"Department of Labour"	"Labour"	576	576	"OSH Fees and Licences"	"Non-Tax Revenue"	"No Functional Classification"	" 26 "	2006	"Actuals"	"A"
"Department of Labour"	"Labour"	576	576	"OSH Fees and Licences"	"Non-Tax Revenue"	"No Functional Classification"	" 33 "	2007	"Actuals"	"A"
"Department of Labour"	"Labour"	576	576	"OSH Fees and Licences"	"Non-Tax Revenue"	"No Functional Classification"	" 32 "	2008	"Actuals"	"A"
"Department of Labour"	"Labour"	576	576	"OSH Fees and Licences"	"Non-Tax Revenue"	"No Functional Classification"	" 37 "	2009	"Actuals"	"A"
"Department of Labour"	"Labour"	576	576	"OSH Fees and Licences"	"Non-Tax Revenue"	"No Functional Classification"	" 33 "	2010	"Estimated Actual"	"A"
"Department of Labour"	"Labour"	576	576	"OSH Fees and Licences"	"Non-Tax Revenue"	"No Functional Classification"	" 33 "	2011	"Main Estimates"	"A"
"Department of Labour"	"Labour"	7528	7528	"Recovery of Remuneration Authority Costs of Setting Local Authority Members' Remuneration"	"Non-Tax Revenue"	"No Functional Classification"	" 238 "	2006	"Actuals"	"A"
"Department of Labour"	"Labour"	7528	7528	"Recovery of Remuneration Authority Costs of Setting Local Authority Members' Remuneration"	"Non-Tax Revenue"	"No Functional Classification"	" 216 "	2007	"Actuals"	"A"
"Department of Labour"	"Labour"	7528	7528	"Recovery of Remuneration Authority Costs of Setting Local Authority Members' Remuneration"	"Non-Tax Revenue"	"No Functional Classification"	" 227 "	2008	"Actuals"	"A"
"Department of Labour"	"Labour"	7528	7528	"Recovery of Remuneration Authority Costs of Setting Local Authority Members' Remuneration"	"Non-Tax Revenue"	"No Functional Classification"	" 227 "	2009	"Actuals"	"A"
"Department of Labour"	"Labour"	7528	7528	"Recovery of Remuneration Authority Costs of Setting Local Authority Members' Remuneration"	"Non-Tax Revenue"	"No Functional Classification"	" 250 "	2010	"Estimated Actual"	"A"
"Department of Labour"	"Labour"	7528	7528	"Recovery of Remuneration Authority Costs of Setting Local Authority Members' Remuneration"	"Non-Tax Revenue"	"No Functional Classification"	" 250 "	2011	"Main Estimates"	"A"
"Department of Labour"	"Labour"	7686	7686	"Programme Recoveries"	"Non-Tax Revenue"	"No Functional Classification"	" 5 "	2006	"Actuals"	"A"
"Department of Labour"	"Labour"	7686	7686	"Programme Recoveries"	"Non-Tax Revenue"	"No Functional Classification"	" 1 "	2008	"Actuals"	"A"
"Department of Labour"	"Labour"	8580	8580	"Infringement Notice Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 33 "	2006	"Actuals"	"A"
"Department of Labour"	"Labour"	8580	8580	"Infringement Notice Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 10 "	2007	"Actuals"	"A"
"Department of Labour"	"Labour"	8580	8580	"Infringement Notice Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 28 "	2008	"Actuals"	"A"
"Department of Labour"	"Labour"	8580	8580	"Infringement Notice Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 10 "	2009	"Actuals"	"A"
"Department of Labour"	"Labour"	8580	8580	"Infringement Notice Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 247 "	2010	"Estimated Actual"	"A"
"Department of Labour"	"Labour"	8580	8580	"Infringement Notice Fines"	"Non-Tax Revenue"	"No Functional Classification"	" 247 "	2011	"Main Estimates"	"A"
"Department of Labour"	"ACC"	3730	3730	"Repayment of Non-Earners' Account Surplus"	"Non-Tax Revenue"	"No Functional Classification"	" 9,925 "	2009	"Actuals"	"A"
"Department of Labour"	"Immigration"	3394	3394	"Non-Principal Applicants English Language Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 4,661 "	2007	"Actuals"	"A"
"Department of Labour"	"Immigration"	3394	3394	"Non-Principal Applicants English Language Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 795 "	2008	"Actuals"	"A"
"Department of Labour"	"Immigration"	3394	3394	"Non-Principal Applicants English Language Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 3,354 "	2009	"Actuals"	"A"
"Department of Labour"	"Immigration"	3395	3395	"Migrant Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 12,912 "	2006	"Actuals"	"A"
"Department of Labour"	"Immigration"	3395	3395	"Migrant Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 11,705 "	2007	"Actuals"	"A"
"Department of Labour"	"Immigration"	3395	3395	"Migrant Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 10,418 "	2008	"Actuals"	"A"
"Department of Labour"	"Immigration"	3395	3395	"Migrant Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 10,450 "	2009	"Actuals"	"A"
"Department of Labour"	"Immigration"	3395	3395	"Migrant Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 9,715 "	2010	"Estimated Actual"	"A"
"Department of Labour"	"Immigration"	3395	3395	"Migrant Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 9,715 "	2011	"Main Estimates"	"A"
"Department of Labour"	"Immigration"	9411	9411	"Immigration Adviser Levy"	"Non-Tax Revenue"	"No Functional Classification"	" 227 "	2009	"Actuals"	"A"
"Department of Labour"	"Employment"	7411	7411	"Programme Recoveries"	"Non-Tax Revenue"	"No Functional Classification"	" 71 "	2006	"Actuals"	"A"
"Department of Labour"	"Employment"	7411	7411	"Programme Recoveries"	"Non-Tax Revenue"	"No Functional Classification"	" 22 "	2007	"Actuals"	"A"
"Department of Labour"	"Employment"	7411	7411	"Programme Recoveries"	"Non-Tax Revenue"	"No Functional Classification"	" 4 "	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	635	635	"Miscellaneous Receipts"	"Non-Tax Revenue"	"No Functional Classification"	" 4,327 "	2006	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	635	635	"Miscellaneous Receipts"	"Non-Tax Revenue"	"No Functional Classification"	" 4,741 "	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	635	635	"Miscellaneous Receipts"	"Non-Tax Revenue"	"No Functional Classification"	" 6,102 "	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	635	635	"Miscellaneous Receipts"	"Non-Tax Revenue"	"No Functional Classification"	" 8,864 "	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	636	636	"Mortgage Repayments Intended for HNZC"	"Non-Tax Revenue"	"No Functional Classification"	" 6 "	2006	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	636	636	"Mortgage Repayments Intended for HNZC"	"Non-Tax Revenue"	"No Functional Classification"	" 3 "	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	636	636	"Mortgage Repayments Intended for HNZC"	"Non-Tax Revenue"	"No Functional Classification"	" 1 "	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	636	636	"Mortgage Repayments Intended for HNZC"	"Non-Tax Revenue"	"No Functional Classification"	" 10 "	2010	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	636	636	"Mortgage Repayments Intended for HNZC"	"Non-Tax Revenue"	"No Functional Classification"	" 10 "	2011	"Main Estimates"	"A"
"Te Puni Kokiri"	"Maori Affairs"	1274	1274	"Interest on Advances"	"Non-Tax Revenue"	"No Functional Classification"	"-25 "	2006	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	1274	1274	"Interest on Advances"	"Non-Tax Revenue"	"No Functional Classification"	" 73 "	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	1274	1274	"Interest on Advances"	"Non-Tax Revenue"	"No Functional Classification"	" 21 "	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	1274	1274	"Interest on Advances"	"Non-Tax Revenue"	"No Functional Classification"	" 23 "	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	1274	1274	"Interest on Advances"	"Non-Tax Revenue"	"No Functional Classification"	" 10 "	2010	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	1275	1275	"Rent Received"	"Non-Tax Revenue"	"No Functional Classification"	" 35 "	2006	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	1275	1275	"Rent Received"	"Non-Tax Revenue"	"No Functional Classification"	" 26 "	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	1275	1275	"Rent Received"	"Non-Tax Revenue"	"No Functional Classification"	"-13 "	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	1275	1275	"Rent Received"	"Non-Tax Revenue"	"No Functional Classification"	" 75 "	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	3403	3403	"Recovery of POBOCs"	"Non-Tax Revenue"	"No Functional Classification"	" 18 "	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	638	638	"Repayment of Advances"	"Capital Receipts"	"No Functional Classification"	" 272 "	2006	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	638	638	"Repayment of Advances"	"Capital Receipts"	"No Functional Classification"	" 1,069 "	2007	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	638	638	"Repayment of Advances"	"Capital Receipts"	"No Functional Classification"	" 538 "	2008	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	638	638	"Repayment of Advances"	"Capital Receipts"	"No Functional Classification"	" 876 "	2009	"Actuals"	"A"
"Te Puni Kokiri"	"Maori Affairs"	638	638	"Repayment of Advances"	"Capital Receipts"	"No Functional Classification"	" 54 "	2010	"Estimated Actual"	"A"
"Te Puni Kokiri"	"Maori Affairs"	1276	1276	"Sale of Properties"	"Capital Receipts"	"No Functional Classification"	" 4,596 "	2008	"Actuals"	"A"
"Parliamentary Service"	"Parliamentary Service"	9024	9024	"Refund of Party and Members Support ACT"	"Non-Tax Revenue"	"No Functional Classification"	" 18 "	2007	"Actuals"	"A"
"Parliamentary Service"	"Parliamentary Service"	9025	9025	"Refund of Party and Members Support Green"	"Non-Tax Revenue"	"No Functional Classification"	" 78 "	2007	"Actuals"	"A"
"Parliamentary Service"	"Parliamentary Service"	9026	9026	"Refund of Party and Members Support Labour"	"Non-Tax Revenue"	"No Functional Classification"	" 733 "	2007	"Actuals"	"A"
"Parliamentary Service"	"Parliamentary Service"	9028	9028	"Refund of Party and Members Support United"	"Non-Tax Revenue"	"No Functional Classification"	" 31 "	2007	"Actuals"	"A"
"Parliamentary Service"	"Parliamentary Service"	9028	9028	"Refund of Party and Members Support United"	"Non-Tax Revenue"	"No Functional Classification"	" 3 "	2008	"Actuals"	"A"
"Parliamentary Service"	"Parliamentary Service"	9028	9028	"Refund of Party and Members Support United"	"Non-Tax Revenue"	"No Functional Classification"	" 1 "	2009	"Actuals"	"A"
"Parliamentary Service"	"Parliamentary Service"	9029	9029	"Refund of Party and Members Support National"	"Non-Tax Revenue"	"No Functional Classification"	" 11 "	2007	"Actuals"	"A"
"New Zealand Police"	"Police"	716	716	"Infringement Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 79,100 "	2006	"Actuals"	"A"
"New Zealand Police"	"Police"	716	716	"Infringement Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 81,373 "	2007	"Actuals"	"A"
"New Zealand Police"	"Police"	716	716	"Infringement Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 84,931 "	2008	"Actuals"	"A"
"New Zealand Police"	"Police"	716	716	"Infringement Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 85,970 "	2009	"Actuals"	"A"
"New Zealand Police"	"Police"	716	716	"Infringement Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 80,400 "	2010	"Estimated Actual"	"A"
"New Zealand Police"	"Police"	716	716	"Infringement Fees"	"Non-Tax Revenue"	"No Functional Classification"	" 85,700 "	2011	"Main Estimates"	"A"
"New Zealand Police"	"Police"	3416	3416	"Sale of Unclaimed Property"	"Non-Tax Revenue"	"No Functional Classification"	" 346 "	2006	"Actuals"	"A"
"New Zealand Police"	"Police"	3416	3416	"Sale of Unclaimed Property"	"Non-Tax Revenue"	"No Functional Classification"	" 1,165 "	2007	"Actuals"	"A"
"New Zealand Police"	"Police"	3416	3416	"Sale of Unclaimed Property"	"Non-Tax Revenue"	"No Functional Classification"	" 394 "	2008	"Actuals"	"A"
"New Zealand Police"	"Police"	3416	3416	"Sale of Unclaimed Property"	"Non-Tax Revenue"	"No Functional Classification"	" 491 "	2009	"Actuals"	"A"
"New Zealand Police"	"Police"	3416	3416	"Sale of Unclaimed Property"	"Non-Tax Revenue"	"No Functional Classification"	" 500 "	2010	"Estimated Actual"	"A"
"New Zealand Police"	"Police"	3416	3416	"Sale of Unclaimed Property"	"Non-Tax Revenue"	"No Functional Classification"	" 500 "	2011	"Main Estimates"	"A"
"State Services Commission"	"State Services"	867	867	"Reimbursement of Chief Executives' Remuneration"	"Non-Tax Revenue"	"No Functional Classification"	" 9,397 "	2006	"Actuals"	"A"
"State Services Commission"	"State Services"	867	867	"Reimbursement of Chief Executives' Remuneration"	"Non-Tax Revenue"	"No Functional Classification"	" 10,474 "	2007	"Actuals"	"A"
"State Services Commission"	"State Services"	867	867	"Reimbursement of Chief Executives' Remuneration"	"Non-Tax Revenue"	"No Functional Classification"	" 11,118 "	2008	"Actuals"	"A"
"State Services Commission"	"State Services"	867	867	"Reimbursement of Chief Executives' Remuneration"	"Non-Tax Revenue"	"No Functional Classification"	" 11,887 "	2009	"Actuals"	"A"
"State Services Commission"	"State Services"	867	867	"Reimbursement of Chief Executives' Remuneration"	"Non-Tax Revenue"	"No Functional Classification"	" 12,530 "	2010	"Estimated Actual"	"A"
"State Services Commission"	"State Services"	867	867	"Reimbursement of Chief Executives' Remuneration"	"Non-Tax Revenue"	"No Functional Classification"	" 13,150 "	2011	"Main Estimates"	"A"
"Land Information New Zealand"	"Lands"	890	890	"Pastoral Lease Rentals"	"Non-Tax Revenue"	"No Functional Classification"	" 1,952 "	2006	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	890	890	"Pastoral Lease Rentals"	"Non-Tax Revenue"	"No Functional Classification"	" 1,821 "	2007	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	890	890	"Pastoral Lease Rentals"	"Non-Tax Revenue"	"No Functional Classification"	" 1,768 "	2008	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	890	890	"Pastoral Lease Rentals"	"Non-Tax Revenue"	"No Functional Classification"	" 1,769 "	2009	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	890	890	"Pastoral Lease Rentals"	"Non-Tax Revenue"	"No Functional Classification"	" 1,779 "	2010	"Estimated Actual"	"A"
"Land Information New Zealand"	"Lands"	890	890	"Pastoral Lease Rentals"	"Non-Tax Revenue"	"No Functional Classification"	" 1,902 "	2011	"Main Estimates"	"A"
"Land Information New Zealand"	"Lands"	892	892	"Surplus Government Properties - Rents"	"Non-Tax Revenue"	"No Functional Classification"	" 2,416 "	2006	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	892	892	"Surplus Government Properties - Rents"	"Non-Tax Revenue"	"No Functional Classification"	" 2,488 "	2007	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	892	892	"Surplus Government Properties - Rents"	"Non-Tax Revenue"	"No Functional Classification"	" 2,636 "	2008	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	892	892	"Surplus Government Properties - Rents"	"Non-Tax Revenue"	"No Functional Classification"	" 2,489 "	2009	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	892	892	"Surplus Government Properties - Rents"	"Non-Tax Revenue"	"No Functional Classification"	" 2,264 "	2010	"Estimated Actual"	"A"
"Land Information New Zealand"	"Lands"	892	892	"Surplus Government Properties - Rents"	"Non-Tax Revenue"	"No Functional Classification"	" 2,214 "	2011	"Main Estimates"	"A"
"Land Information New Zealand"	"Lands"	1254	1254	"Transit Sales"	"Non-Tax Revenue"	"No Functional Classification"	" 13,139 "	2006	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	1254	1254	"Transit Sales"	"Non-Tax Revenue"	"No Functional Classification"	" 15,200 "	2007	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	1254	1254	"Transit Sales"	"Non-Tax Revenue"	"No Functional Classification"	" 8,443 "	2008	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	1254	1254	"Transit Sales"	"Non-Tax Revenue"	"No Functional Classification"	" 15,881 "	2009	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	1254	1254	"Transit Sales"	"Non-Tax Revenue"	"No Functional Classification"	" 14,109 "	2010	"Estimated Actual"	"A"
"Land Information New Zealand"	"Lands"	1254	1254	"Transit Sales"	"Non-Tax Revenue"	"No Functional Classification"	" 39,000 "	2011	"Main Estimates"	"A"
"Land Information New Zealand"	"Lands"	3467	3467	"Database Licence Fees and Royalties"	"Non-Tax Revenue"	"No Functional Classification"	" 971 "	2006	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	3467	3467	"Database Licence Fees and Royalties"	"Non-Tax Revenue"	"No Functional Classification"	" 955 "	2007	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	3467	3467	"Database Licence Fees and Royalties"	"Non-Tax Revenue"	"No Functional Classification"	" 930 "	2008	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	3467	3467	"Database Licence Fees and Royalties"	"Non-Tax Revenue"	"No Functional Classification"	" 780 "	2009	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	3467	3467	"Database Licence Fees and Royalties"	"Non-Tax Revenue"	"No Functional Classification"	" 580 "	2010	"Estimated Actual"	"A"
"Land Information New Zealand"	"Lands"	3468	3468	"Sundry Operating Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 105 "	2006	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	3468	3468	"Sundry Operating Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 527 "	2007	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	3468	3468	"Sundry Operating Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 418 "	2008	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	3468	3468	"Sundry Operating Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 92 "	2009	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	3468	3468	"Sundry Operating Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 1,014 "	2010	"Estimated Actual"	"A"
"Land Information New Zealand"	"Lands"	3468	3468	"Sundry Operating Revenue"	"Non-Tax Revenue"	"No Functional Classification"	" 71 "	2011	"Main Estimates"	"A"
"Land Information New Zealand"	"Lands"	893	893	"Surplus Government Properties - Sales"	"Capital Receipts"	"No Functional Classification"	" 4,938 "	2006	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	893	893	"Surplus Government Properties - Sales"	"Capital Receipts"	"No Functional Classification"	" 6,495 "	2007	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	893	893	"Surplus Government Properties - Sales"	"Capital Receipts"	"No Functional Classification"	" 6,043 "	2008	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	893	893	"Surplus Government Properties - Sales"	"Capital Receipts"	"No Functional Classification"	" 238,956 "	2009	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	893	893	"Surplus Government Properties - Sales"	"Capital Receipts"	"No Functional Classification"	" 16,100 "	2010	"Estimated Actual"	"A"
"Land Information New Zealand"	"Lands"	893	893	"Surplus Government Properties - Sales"	"Capital Receipts"	"No Functional Classification"	" 6,000 "	2011	"Main Estimates"	"A"
"Land Information New Zealand"	"Lands"	5267	5267	"Land Tenure Reform Sales"	"Capital Receipts"	"No Functional Classification"	" 2,597 "	2006	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	5267	5267	"Land Tenure Reform Sales"	"Capital Receipts"	"No Functional Classification"	" 519 "	2007	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	5267	5267	"Land Tenure Reform Sales"	"Capital Receipts"	"No Functional Classification"	" 1,021 "	2008	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	5267	5267	"Land Tenure Reform Sales"	"Capital Receipts"	"No Functional Classification"	" 1,417 "	2009	"Actuals"	"A"
"Land Information New Zealand"	"Lands"	5267	5267	"Land Tenure Reform Sales"	"Capital Receipts"	"No Functional Classification"	" 1,057 "	2010	"Estimated Actual"	"A"
"Land Information New Zealand"	"Lands"	5267	5267	"Land Tenure Reform Sales"	"Capital Receipts"	"No Functional Classification"	" 966 "	2011	"Main Estimates"	"A"
"Ministry of Transport"	"Transport"	923	923	"Motor Vehicle Registration"	"Tax Revenue"	"No Functional Classification"	" 220,818 "	2006	"Actuals"	"A"
"Ministry of Transport"	"Transport"	923	923	"Motor Vehicle Registration"	"Tax Revenue"	"No Functional Classification"	" 222,445 "	2007	"Actuals"	"A"
"Ministry of Transport"	"Transport"	923	923	"Motor Vehicle Registration"	"Tax Revenue"	"No Functional Classification"	" 226,026 "	2008	"Actuals"	"A"
"Ministry of Transport"	"Transport"	923	923	"Motor Vehicle Registration"	"Tax Revenue"	"No Functional Classification"	" 170,606 "	2009	"Actuals"	"A"
"Ministry of Transport"	"Transport"	923	923	"Motor Vehicle Registration"	"Tax Revenue"	"No Functional Classification"	" 169,932 "	2010	"Estimated Actual"	"A"
