"Department"	"Vote"	"App id"	"MCOA id"	"Description"	"Appropriation Type"	"Output Expense Type"	"Functional Classification"	"Amount ($000)"	"Year"	"Amount_Type_Desc"	"Periodicity"	"Curr_Mains_Scope"
"Ministry of Social Development"	"Social Development"	5414	5414	"Special Annuities"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	39	2007	"Actuals"	"A"	"Provision to pay annuities authorised by Cabinet to recognise a special contribution by the recipient to New Zealand society."
"Ministry of Social Development"	"Social Development"	5414	5414	"Special Annuities"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	41	2008	"Actuals"	"A"	"Provision to pay annuities authorised by Cabinet to recognise a special contribution by the recipient to New Zealand society."
"Ministry of Social Development"	"Social Development"	5414	5414	"Special Annuities"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	18	2009	"Actuals"	"A"	"Provision to pay annuities authorised by Cabinet to recognise a special contribution by the recipient to New Zealand society."
"Ministry of Social Development"	"Social Development"	5414	5414	"Special Annuities"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	26	2010	"Actuals"	"A"	"Provision to pay annuities authorised by Cabinet to recognise a special contribution by the recipient to New Zealand society."
"Ministry of Social Development"	"Social Development"	5415	5415	"Student Allowances"	"Benefits and Other Unrequited Expenses"		"Education"	382324	2007	"Actuals"	"A"	"This appropriation is limited to means-tested allowances for students on an approved study programme in accordance with the criteria established by the Student Allowance Regulations 1998; and payment of Student Allowance Transfer Grants to students with dependants in accordance with the criteria established by delegated legislation issued under the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	5415	5415	"Student Allowances"	"Benefits and Other Unrequited Expenses"		"Education"	385724	2008	"Actuals"	"A"	"This appropriation is limited to means-tested allowances for students on an approved study programme in accordance with the criteria established by the Student Allowance Regulations 1998; and payment of Student Allowance Transfer Grants to students with dependants in accordance with the criteria established by delegated legislation issued under the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	5415	5415	"Student Allowances"	"Benefits and Other Unrequited Expenses"		"Education"	444268	2009	"Actuals"	"A"	"This appropriation is limited to means-tested allowances for students on an approved study programme in accordance with the criteria established by the Student Allowance Regulations 1998; and payment of Student Allowance Transfer Grants to students with dependants in accordance with the criteria established by delegated legislation issued under the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	5415	5415	"Student Allowances"	"Benefits and Other Unrequited Expenses"		"Education"	570396	2010	"Actuals"	"A"	"This appropriation is limited to means-tested allowances for students on an approved study programme in accordance with the criteria established by the Student Allowance Regulations 1998; and payment of Student Allowance Transfer Grants to students with dependants in accordance with the criteria established by delegated legislation issued under the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	5415	5415	"Student Allowances"	"Benefits and Other Unrequited Expenses"		"Education"	625751	2011	"Estimated Actual"	"A"	"This appropriation is limited to means-tested allowances for students on an approved study programme in accordance with the criteria established by the Student Allowance Regulations 1998; and payment of Student Allowance Transfer Grants to students with dependants in accordance with the criteria established by delegated legislation issued under the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	5415	5415	"Student Allowances"	"Benefits and Other Unrequited Expenses"		"Education"	626950	2012	"Main Estimates"	"A"	"This appropriation is limited to means-tested allowances for students on an approved study programme in accordance with the criteria established by the Student Allowance Regulations 1998; and payment of Student Allowance Transfer Grants to students with dependants in accordance with the criteria established by delegated legislation issued under the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	5605	5605	"Disability Allowance Telephone Support"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	5894	2007	"Actuals"	"A"	"Provision of financial assistance to persons who lost entitlement to a Disability Allowance for telephone rental costs following April 1999 changes. Paid in accordance with criteria set out in the Telephone Costs Payment Programme pursuant to section 124(1)(d) of the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	5854	5854	"Defence Force Allowance"	"Benefits and Other Unrequited Expenses"		"Defence"	10283	2007	"Actuals"	"A"	"Provision of income assistance to personnel in the New Zealand Defence Force (NZDF) and civilians employed by NZDF engaged outside New Zealand. Paid under the criteria contained in a Ministerial Welfare Programme under section 124(1)(d)of the Social Security Act 1964. The allowance is paid by the NZDF and reimbursed by the Ministry of Social Development."
"Ministry of Social Development"	"Social Development"	7656	7656	"Sickness Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	572691	2007	"Actuals"	"A"	"Provision of means-tested income support for people who are not in full-time employment and are limited in their capacity for work, or who are in employment but working at a reduced level, because of sickness, injury, disability or pregnancy. Paid in accordance with the criteria set out in the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	7656	7656	"Sickness Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	581868	2008	"Actuals"	"A"	"Provision of means-tested income support for people who are not in full-time employment and are limited in their capacity for work, or who are in employment but working at a reduced level, because of sickness, injury, disability or pregnancy. Paid in accordance with the criteria set out in the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	7656	7656	"Sickness Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	613471	2009	"Actuals"	"A"	"Provision of means-tested income support for people who are not in full-time employment and are limited in their capacity for work, or who are in employment but working at a reduced level, because of sickness, injury, disability or pregnancy. Paid in accordance with the criteria set out in the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	7656	7656	"Sickness Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	709786	2010	"Actuals"	"A"	"Provision of means-tested income support for people who are not in full-time employment and are limited in their capacity for work, or who are in employment but working at a reduced level, because of sickness, injury, disability or pregnancy. Paid in accordance with the criteria set out in the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	7656	7656	"Sickness Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	742413	2011	"Estimated Actual"	"A"	"Provision of means-tested income support for people who are not in full-time employment and are limited in their capacity for work, or who are in employment but working at a reduced level, because of sickness, injury, disability or pregnancy. Paid in accordance with the criteria set out in the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	7656	7656	"Sickness Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	782380	2012	"Main Estimates"	"A"	"Provision of means-tested income support for people who are not in full-time employment and are limited in their capacity for work, or who are in employment but working at a reduced level, because of sickness, injury, disability or pregnancy. Paid in accordance with the criteria set out in the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	7657	7657	"Unemployment Benefit and Emergency Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	612525	2007	"Actuals"	"A"	"Provision of means-tested assistance for people who are not in full-time employment and are available for and seeking full time employment, or engaged in approved activities. Also the provision of assistance to people who are in hardship and unable to earn enough income for themselves (and any dependent family) and cannot receive another benefit. Both forms of assistance are paid in accordance with criteria set out in the Social Security Act 1964 and delegated legislation issued under that Act."
"Ministry of Social Development"	"Social Development"	7657	7657	"Unemployment Benefit and Emergency Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	457680	2008	"Actuals"	"A"	"Provision of means-tested assistance for people who are not in full-time employment and are available for and seeking full time employment, or engaged in approved activities. Also the provision of assistance to people who are in hardship and unable to earn enough income for themselves (and any dependent family) and cannot receive another benefit. Both forms of assistance are paid in accordance with criteria set out in the Social Security Act 1964 and delegated legislation issued under that Act."
"Ministry of Social Development"	"Social Development"	7657	7657	"Unemployment Benefit and Emergency Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	585867	2009	"Actuals"	"A"	"Provision of means-tested assistance for people who are not in full-time employment and are available for and seeking full time employment, or engaged in approved activities. Also the provision of assistance to people who are in hardship and unable to earn enough income for themselves (and any dependent family) and cannot receive another benefit. Both forms of assistance are paid in accordance with criteria set out in the Social Security Act 1964 and delegated legislation issued under that Act."
"Ministry of Social Development"	"Social Development"	7657	7657	"Unemployment Benefit and Emergency Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	930260	2010	"Actuals"	"A"	"Provision of means-tested assistance for people who are not in full-time employment and are available for and seeking full time employment, or engaged in approved activities. Also the provision of assistance to people who are in hardship and unable to earn enough income for themselves (and any dependent family) and cannot receive another benefit. Both forms of assistance are paid in accordance with criteria set out in the Social Security Act 1964 and delegated legislation issued under that Act."
"Ministry of Social Development"	"Social Development"	7657	7657	"Unemployment Benefit and Emergency Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	958776	2011	"Estimated Actual"	"A"	"Provision of means-tested assistance for people who are not in full-time employment and are available for and seeking full time employment, or engaged in approved activities. Also the provision of assistance to people who are in hardship and unable to earn enough income for themselves (and any dependent family) and cannot receive another benefit. Both forms of assistance are paid in accordance with criteria set out in the Social Security Act 1964 and delegated legislation issued under that Act."
"Ministry of Social Development"	"Social Development"	7657	7657	"Unemployment Benefit and Emergency Benefit"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1028954	2012	"Main Estimates"	"A"	"Provision of means-tested assistance for people who are not in full-time employment and are available for and seeking full time employment, or engaged in approved activities. Also the provision of assistance to people who are in hardship and unable to earn enough income for themselves (and any dependent family) and cannot receive another benefit. Both forms of assistance are paid in accordance with criteria set out in the Social Security Act 1964 and delegated legislation issued under that Act."
"Ministry of Social Development"	"Social Development"	7674	7674	"Relocation Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	111	2007	"Actuals"	"A"	"Provision of assistance to victims of domestic violence and witness protection cases, made on the recommendation of the NZ Police. This is a Welfare Programme established under section 124(1)(d) of the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	7787	7787	"Transition to Work"	"Benefits and Other Unrequited Expenses"		"Other Economic"	5516	2007	"Actuals"	"A"	"Provision of payments to beneficiaries, low income earners, students and ex beneficiaries, who meet certain criteria, to assist in the transition from benefit to employment and the continuation of employment. Criteria are set out in relevant Welfare Programmes and Ministerial Directions pursuant to the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	7787	7787	"Transition to Work"	"Benefits and Other Unrequited Expenses"		"Other Economic"	15953	2008	"Actuals"	"A"	"Provision of payments to beneficiaries, low income earners, students and ex beneficiaries, who meet certain criteria, to assist in the transition from benefit to employment and the continuation of employment. Criteria are set out in relevant Welfare Programmes and Ministerial Directions pursuant to the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	7787	7787	"Transition to Work"	"Benefits and Other Unrequited Expenses"		"Other Economic"	16782	2009	"Actuals"	"A"	"Provision of payments to beneficiaries, low income earners, students and ex beneficiaries, who meet certain criteria, to assist in the transition from benefit to employment and the continuation of employment. Criteria are set out in relevant Welfare Programmes and Ministerial Directions pursuant to the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	7787	7787	"Transition to Work"	"Benefits and Other Unrequited Expenses"		"Other Economic"	22078	2010	"Actuals"	"A"	"Provision of payments to beneficiaries, low income earners, students and ex beneficiaries, who meet certain criteria, to assist in the transition from benefit to employment and the continuation of employment. Criteria are set out in relevant Welfare Programmes and Ministerial Directions pursuant to the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	7787	7787	"Transition to Work"	"Benefits and Other Unrequited Expenses"		"Other Economic"	22575	2011	"Estimated Actual"	"A"	"Provision of payments to beneficiaries, low income earners, students and ex beneficiaries, who meet certain criteria, to assist in the transition from benefit to employment and the continuation of employment. Criteria are set out in relevant Welfare Programmes and Ministerial Directions pursuant to the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	7787	7787	"Transition to Work"	"Benefits and Other Unrequited Expenses"		"Other Economic"	24670	2012	"Main Estimates"	"A"	"Provision of payments to beneficiaries, low income earners, students and ex beneficiaries, who meet certain criteria, to assist in the transition from benefit to employment and the continuation of employment. Criteria are set out in relevant Welfare Programmes and Ministerial Directions pursuant to the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	8605	8605	"Residential Social Rehabilitation Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1593	2007	"Actuals"	"A"	"Provision of financial assistance to help people resident in approved residential social rehabilitation programmes to pay the cost of their treatment or care in those programmes. Paid in accordance with the criteria set out in the Social Rehabilitation Assistance Programme pursuant to section 124(1)(d) of the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	8666	8666	"Scholarship and NQF/NCEA Awards"	"Benefits and Other Unrequited Expenses"		"Education"	2922	2007	"Actuals"	"A"	"Provision of awards in recognition of achievement in New Zealand Scholarship and the National Qualifications Framework/National Certificate of Education Achievement Level 3."
"Ministry of Social Development"	"Social Development"	8666	8666	"Scholarship and NQF/NCEA Awards"	"Benefits and Other Unrequited Expenses"		"Education"	2836	2008	"Actuals"	"A"	"Provision of awards in recognition of achievement in New Zealand Scholarship and the National Qualifications Framework/National Certificate of Education Achievement Level 3."
"Ministry of Social Development"	"Social Development"	8710	8710	"Transitional Working for Families Supplement"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1	2007	"Actuals"	"A"	"Provision of supplementary assistance so that beneficiaries and non-beneficiaries who may be otherwise unintentionally financially disadvantaged by changes introduced as part of the Working for Families package will be no worse off and in accordance with criteria set out in the Social Security (Working for Families - Transitional Supplement) Regulations 2004 made pursuant to section 25 of the Social Security (Working for Families) Amendment Act 2004. This benefit will cease on 30 June 2008."
"Ministry of Social Development"	"Social Development"	8748	8748	"Step Up Scholarships"	"Benefits and Other Unrequited Expenses"		"Education"	4912	2007	"Actuals"	"A"	"Provision of financial support to assist young students from low income backgrounds to participate in high cost tertiary education courses."
"Ministry of Social Development"	"Social Development"	8748	8748	"Step Up Scholarships"	"Benefits and Other Unrequited Expenses"		"Education"	7016	2008	"Actuals"	"A"	"Provision of financial support to assist young students from low income backgrounds to participate in high cost tertiary education courses."
"Ministry of Social Development"	"Social Development"	8749	8749	"TeachNZ Scholarships"	"Benefits and Other Unrequited Expenses"		"Education"	7283	2007	"Actuals"	"A"	"Provision of financial support for early childhood, Maori medium and some secondary subject teacher trainees."
"Ministry of Social Development"	"Social Development"	8749	8749	"TeachNZ Scholarships"	"Benefits and Other Unrequited Expenses"		"Education"	13783	2008	"Actuals"	"A"	"Provision of financial support for early childhood, Maori medium and some secondary subject teacher trainees."
"Ministry of Social Development"	"Social Development"	8764	8764	"Temporary Additional Support"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	26589	2007	"Actuals"	"A"	"Provision of means tested temporary financial assistance of last resort to alleviate financial hardship for people whose essential costs cannot be met from their chargeable income and other sources, as set out in accordance with criteria in section 61 G and in accordance with any regulations made under section 132AB of the Social Security Act 1964 which comes into force on 1 April 2006. This non-taxable payment is made to help meet essential living costs while clients reduce their commitments and live within their usual income."
"Ministry of Social Development"	"Social Development"	8764	8764	"Temporary Additional Support"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	53938	2008	"Actuals"	"A"	"Provision of means tested temporary financial assistance of last resort to alleviate financial hardship for people whose essential costs cannot be met from their chargeable income and other sources, as set out in accordance with criteria in section 61 G and in accordance with any regulations made under section 132AB of the Social Security Act 1964 which comes into force on 1 April 2006. This non-taxable payment is made to help meet essential living costs while clients reduce their commitments and live within their usual income."
"Ministry of Social Development"	"Social Development"	8823	8823	"Family Start/NGO Awards"	"Benefits and Other Unrequited Expenses"		"Education"	345	2007	"Actuals"	"A"	"Payment of course fees for Family Start family/whanau and NGO workers pursuing social work qualifications."
"Ministry of Social Development"	"Social Development"	8823	8823	"Family Start/NGO Awards"	"Benefits and Other Unrequited Expenses"		"Education"	441	2008	"Actuals"	"A"	"Payment of course fees for Family Start family/whanau and NGO workers pursuing social work qualifications."
"Ministry of Social Development"	"Social Development"	8823	8823	"Family Start/NGO Awards"	"Benefits and Other Unrequited Expenses"		"Education"	559	2009	"Actuals"	"A"	"Payment of course fees for Family Start family/whanau and NGO workers pursuing social work qualifications."
"Ministry of Social Development"	"Social Development"	8823	8823	"Family Start/NGO Awards"	"Benefits and Other Unrequited Expenses"		"Education"	599	2010	"Actuals"	"A"	"Payment of course fees for Family Start family/whanau and NGO workers pursuing social work qualifications."
"Ministry of Social Development"	"Social Development"	8823	8823	"Family Start/NGO Awards"	"Benefits and Other Unrequited Expenses"		"Education"	705	2011	"Estimated Actual"	"A"	"Payment of course fees for Family Start family/whanau and NGO workers pursuing social work qualifications."
"Ministry of Social Development"	"Social Development"	8823	8823	"Family Start/NGO Awards"	"Benefits and Other Unrequited Expenses"		"Education"	705	2012	"Main Estimates"	"A"	"Payment of course fees for Family Start family/whanau and NGO workers pursuing social work qualifications."
"Ministry of Social Development"	"Social Development"	8850	8850	"Merit Scholarships"	"Benefits and Other Unrequited Expenses"		"Education"	4323	2007	"Actuals"	"A"	"Provision of bonded scholarships that reward New Zealand’s most academically capable students by providing financial support."
"Ministry of Social Development"	"Social Development"	8850	8850	"Merit Scholarships"	"Benefits and Other Unrequited Expenses"		"Education"	6575	2008	"Actuals"	"A"	"Provision of bonded scholarships that reward New Zealand’s most academically capable students by providing financial support."
"Ministry of Social Development"	"Social Development"	9049	9049	"Transitional Supplement"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	2	2008	"Actuals"	"A"	"Provision of supplementary financial assistance to ensure that beneficiaries and non-beneficiaries who may be otherwise unintentionally financially disadvantaged by changes to legislation will be no worse off financially at the point of change. Paid in accordance with criteria set out in the Social Security (Transitional Protection Supplement) Regulations 2007 made under the Social Security Amendment Act 2007."
"Ministry of Social Development"	"Social Development"	9058	9058	"Special Circumstance Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	14107	2008	"Actuals"	"A"	"This appropriation is limited to financial assistance to people in special circumstances and comprises the Clothing Allowance, and providing assistance for community costs, domestic violence and witness protection relocation, home help, social rehabilitation assistance, telephone costs paid in accordance with criteria set out in the Social Security Act 1964, and delegated legislation under that Act; and Civilian Amputees Assistance, paid in accordance with criteria set out in the Disabled Persons Community Welfare Act 1975."
"Ministry of Social Development"	"Social Development"	9058	9058	"Special Circumstance Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	14103	2009	"Actuals"	"A"	"This appropriation is limited to financial assistance to people in special circumstances and comprises the Clothing Allowance, and providing assistance for community costs, domestic violence and witness protection relocation, home help, social rehabilitation assistance, telephone costs paid in accordance with criteria set out in the Social Security Act 1964, and delegated legislation under that Act; and Civilian Amputees Assistance, paid in accordance with criteria set out in the Disabled Persons Community Welfare Act 1975."
"Ministry of Social Development"	"Social Development"	9058	9058	"Special Circumstance Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	14174	2010	"Actuals"	"A"	"This appropriation is limited to financial assistance to people in special circumstances and comprises the Clothing Allowance, and providing assistance for community costs, domestic violence and witness protection relocation, home help, social rehabilitation assistance, telephone costs paid in accordance with criteria set out in the Social Security Act 1964, and delegated legislation under that Act; and Civilian Amputees Assistance, paid in accordance with criteria set out in the Disabled Persons Community Welfare Act 1975."
"Ministry of Social Development"	"Social Development"	9058	9058	"Special Circumstance Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	33773	2011	"Estimated Actual"	"A"	"This appropriation is limited to financial assistance to people in special circumstances and comprises the Clothing Allowance, and providing assistance for community costs, domestic violence and witness protection relocation, home help, social rehabilitation assistance, telephone costs paid in accordance with criteria set out in the Social Security Act 1964, and delegated legislation under that Act; and Civilian Amputees Assistance, paid in accordance with criteria set out in the Disabled Persons Community Welfare Act 1975."
"Ministry of Social Development"	"Social Development"	9058	9058	"Special Circumstance Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	14088	2012	"Main Estimates"	"A"	"This appropriation is limited to financial assistance to people in special circumstances and comprises the Clothing Allowance, and providing assistance for community costs, domestic violence and witness protection relocation, home help, social rehabilitation assistance, telephone costs paid in accordance with criteria set out in the Social Security Act 1964, and delegated legislation under that Act; and Civilian Amputees Assistance, paid in accordance with criteria set out in the Disabled Persons Community Welfare Act 1975."
"Ministry of Social Development"	"Social Development"	9292	9292	"Accommodation Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	989385	2009	"Actuals"	"A"	"This appropriation is limited to the Accommodation Supplement, Special Transfer Allowance, and Away From Home Allowance to persons to cover accommodation costs, paid in accordance with the criteria set out in the Social Security Act 1964 and delegated legislation issued under that Act."
"Ministry of Social Development"	"Social Development"	9292	9292	"Accommodation Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1153610	2010	"Actuals"	"A"	"This appropriation is limited to the Accommodation Supplement, Special Transfer Allowance, and Away From Home Allowance to persons to cover accommodation costs, paid in accordance with the criteria set out in the Social Security Act 1964 and delegated legislation issued under that Act."
"Ministry of Social Development"	"Social Development"	9292	9292	"Accommodation Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1202441	2011	"Estimated Actual"	"A"	"This appropriation is limited to the Accommodation Supplement, Special Transfer Allowance, and Away From Home Allowance to persons to cover accommodation costs, paid in accordance with the criteria set out in the Social Security Act 1964 and delegated legislation issued under that Act."
"Ministry of Social Development"	"Social Development"	9292	9292	"Accommodation Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	1264227	2012	"Main Estimates"	"A"	"This appropriation is limited to the Accommodation Supplement, Special Transfer Allowance, and Away From Home Allowance to persons to cover accommodation costs, paid in accordance with the criteria set out in the Social Security Act 1964 and delegated legislation issued under that Act."
"Ministry of Social Development"	"Social Development"	9297	9297	"Hardship Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	227322	2009	"Actuals"	"A"	"This appropriation is limited to Civil Defence payments, Funeral Grants, Live Organ Donors Assistance, Special Benefit, Special Needs Grants and Temporary Additional Support to provide means-tested temporary financial assistance to persons with emergency or essential costs, paid in accordance with the criteria set out in the Social Security Act 1964 and delegated legislation issued under that Act."
"Ministry of Social Development"	"Social Development"	9297	9297	"Hardship Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	270376	2010	"Actuals"	"A"	"This appropriation is limited to Civil Defence payments, Funeral Grants, Live Organ Donors Assistance, Special Benefit, Special Needs Grants and Temporary Additional Support to provide means-tested temporary financial assistance to persons with emergency or essential costs, paid in accordance with the criteria set out in the Social Security Act 1964 and delegated legislation issued under that Act."
"Ministry of Social Development"	"Social Development"	9297	9297	"Hardship Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	277637	2011	"Estimated Actual"	"A"	"This appropriation is limited to Civil Defence payments, Funeral Grants, Live Organ Donors Assistance, Special Benefit, Special Needs Grants and Temporary Additional Support to provide means-tested temporary financial assistance to persons with emergency or essential costs, paid in accordance with the criteria set out in the Social Security Act 1964 and delegated legislation issued under that Act."
"Ministry of Social Development"	"Social Development"	9297	9297	"Hardship Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	288631	2012	"Main Estimates"	"A"	"This appropriation is limited to Civil Defence payments, Funeral Grants, Live Organ Donors Assistance, Special Benefit, Special Needs Grants and Temporary Additional Support to provide means-tested temporary financial assistance to persons with emergency or essential costs, paid in accordance with the criteria set out in the Social Security Act 1964 and delegated legislation issued under that Act."
"Ministry of Social Development"	"Social Development"	9299	9299	"Study Scholarships and Awards"	"Benefits and Other Unrequited Expenses"		"Education"	41690	2009	"Actuals"	"A"	"This appropriation is limited to scholarships and awards to tertiary students awarded in accordance with Cabinet decisions; and Teach NZ Scholarships awarded in accordance with the Education Act 1989."
"Ministry of Social Development"	"Social Development"	9299	9299	"Study Scholarships and Awards"	"Benefits and Other Unrequited Expenses"		"Education"	39755	2010	"Actuals"	"A"	"This appropriation is limited to scholarships and awards to tertiary students awarded in accordance with Cabinet decisions; and Teach NZ Scholarships awarded in accordance with the Education Act 1989."
"Ministry of Social Development"	"Social Development"	9299	9299	"Study Scholarships and Awards"	"Benefits and Other Unrequited Expenses"		"Education"	39241	2011	"Estimated Actual"	"A"	"This appropriation is limited to scholarships and awards to tertiary students awarded in accordance with Cabinet decisions; and Teach NZ Scholarships awarded in accordance with the Education Act 1989."
"Ministry of Social Development"	"Social Development"	9299	9299	"Study Scholarships and Awards"	"Benefits and Other Unrequited Expenses"		"Education"	30762	2012	"Main Estimates"	"A"	"This appropriation is limited to scholarships and awards to tertiary students awarded in accordance with Cabinet decisions; and Teach NZ Scholarships awarded in accordance with the Education Act 1989."
"Ministry of Social Development"	"Social Development"	9434	9434	"Transitional Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	3650	2009	"Actuals"	"A"	"This appropriation is limited to supplementary financial assistance to people who are adversely affected by changes in policy or legislation, so they will not be financially worse off at the point of change.  This assistance is paid in accordance with criteria set out in the Social Security Act 1964 and delegated legislation under that Act."
"Ministry of Social Development"	"Social Development"	9472	9472	"Redundancy Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	2736	2009	"Actuals"	"A"	"This appropriation is limited to paying assistance for a limited period to people made redundant, pursuant to the conditions and criteria set out in ReStart Transitional Relief Ministerial Welfare Programme 2008 and the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	9472	9472	"Redundancy Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	3675	2010	"Actuals"	"A"	"This appropriation is limited to paying assistance for a limited period to people made redundant, pursuant to the conditions and criteria set out in ReStart Transitional Relief Ministerial Welfare Programme 2008 and the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	9472	9472	"Redundancy Assistance"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	807	2011	"Estimated Actual"	"A"	"This appropriation is limited to paying assistance for a limited period to people made redundant, pursuant to the conditions and criteria set out in ReStart Transitional Relief Ministerial Welfare Programme 2008 and the Social Security Act 1964."
"Ministry of Social Development"	"Social Development"	9790	9790	"Special Compensation Payment for GST increase"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	137013	2011	"Estimated Actual"	"A"	"This appropriation is limited to providing payments for recipients of Unemployment Benefit and related benefits, Sickness Benefit, Invalids' Benefit, Domestic Purposes Benefits, Independent Youth Benefit, Orphans Benefit, Unsupported Child's Benefit and Widow's Benefit, Student Allowances, New Zealand Superannuation, and Veteran's Pensions, to provide compensation between 1 October 2010 and 31 March 2011 for the increase in the rate of GST."
"Ministry of Social Development"	"Social Development"	10045	10045	"Special Payment Mechanism for 1 October 2010 Tax Package"	"Benefits and Other Unrequited Expenses"		"Social Security and Welfare"	50	2011	"Estimated Actual"	"A"	"This appropriation is limited to providing financial assistance so that people in receipt of financial assistance from the Ministry of Social Development who may be otherwise unintentionally financially disadvantaged by changes introduced as part of the Budget 2010 tax package will not experience a reduction in their total after tax income. This assistance will cease on 31 March 2011."
"Ministry of Social Development"	"Social Development"	5416	5416	"Employment Assistance"	"Non-Departmental Other Expenses"		"Other Economic"	87888	2007	"Actuals"	"A"	"Provision of assistance to help address barriers faced by job seekers so they can become work ready, move into employment and stay in employment for longer periods of time. This employment assistance is governed by the Cabinet and Ministerial Guidelines for Employment and Training Assistance."
"Ministry of Social Development"	"Social Development"	5416	5416	"Employment Assistance"	"Non-Departmental Other Expenses"		"Other Economic"	67322	2008	"Actuals"	"A"	"Provision of assistance to help address barriers faced by job seekers so they can become work ready, move into employment and stay in employment for longer periods of time. This employment assistance is governed by the Cabinet and Ministerial Guidelines for Employment and Training Assistance."
"Ministry of Social Development"	"Social Development"	5416	5416	"Employment Assistance"	"Non-Departmental Other Expenses"		"Other Economic"	63441	2009	"Actuals"	"A"	"Provision of assistance to help address barriers faced by job seekers so they can become work ready, move into employment and stay in employment for longer periods of time. This employment assistance is governed by the Cabinet and Ministerial Guidelines for Employment and Training Assistance."
"Ministry of Social Development"	"Social Development"	5416	5416	"Employment Assistance"	"Non-Departmental Other Expenses"		"Other Economic"	109062	2010	"Actuals"	"A"	"Provision of assistance to help address barriers faced by job seekers so they can become work ready, move into employment and stay in employment for longer periods of time. This employment assistance is governed by the Cabinet and Ministerial Guidelines for Employment and Training Assistance."
